#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -17.8706  -17.8513  -17.7832  -17.7166  -17.6260  -17.5205  -17.3421  -17.1912  -16.9588  -16.7829  -16.4780  -16.2848  -15.8985  -15.6936  -15.2463  -15.0498  -14.5591  -14.4073  -14.0939  -12.7786  -12.5534  -12.0308  -11.7061  -11.1141  -10.8370  -10.1264   -9.9472   -9.1385   -9.0888   -8.2923   -8.2771   -7.8136   -7.6909   -7.6557   -7.4509   -7.4224   -7.3646   -7.3618   -6.5845   -6.5663   -6.5464   -6.5439   -6.5047   -6.4763   -6.4008   -6.3931   -6.3723   -6.3391   -6.3379   -6.2421   -5.9548   -5.6979   -5.6917   -5.6199   -5.5588   -5.5338   -5.4541   -5.3514   -5.3013   -5.0429   -5.0370   -5.0052   -4.9418   -4.6271   -4.5046   -4.1325   -3.9910   -3.5704   -3.4200   -3.0037   -2.8523   -2.5359   -2.5351   -2.5222   -2.3807   -2.2515    0.4280    0.4283    1.9842    2.0700    2.4828    2.7120    3.2287    3.5432    4.0701    4.4283    4.9205    5.2768    5.4876    5.4877    5.6784    5.6811    5.7183    5.9437    5.9585    6.2747    6.3178    6.3471    6.3572
  0.0149  -17.9189  -17.8152  -17.8026  -17.6841  -17.6488  -17.4964  -17.3591  -17.1729  -16.9734  -16.7670  -16.4912  -16.2704  -15.9107  -15.6802  -15.2581  -15.0372  -14.5701  -14.3962  -14.0954  -12.7763  -12.5554  -12.0272  -11.7087  -11.1107  -10.8393  -10.1238   -9.9493   -9.1366   -9.0918   -8.3017   -8.2752   -7.8059   -7.7695   -7.5799   -7.5565   -7.4925   -7.3178   -7.2332   -6.6472   -6.6195   -6.5759   -6.5121   -6.4832   -6.4574   -6.3871   -6.3833   -6.3561   -6.3329   -6.3285   -6.2441   -5.9438   -5.7618   -5.6333   -5.6267   -5.6141   -5.4773   -5.4392   -5.3970   -5.2546   -5.0772   -5.0701   -4.9702   -4.9075   -4.6541   -4.4764   -4.1552   -3.9671   -3.5894   -3.4001   -3.0176   -2.8378   -2.5358   -2.5350   -2.5285   -2.3745   -2.2517    0.4292    0.4295    1.9848    2.0682    2.4856    2.7072    3.2337    3.5353    4.0777    4.4167    4.9315    5.2468    5.4080    5.5689    5.6002    5.7250    5.7610    5.8715    6.0323    6.2147    6.2737    6.3739    6.4415
  0.0298  -17.9748  -17.8664  -17.7492  -17.6884  -17.6320  -17.4493  -17.3958  -17.1315  -17.0071  -16.7291  -16.5230  -16.2348  -15.9407  -15.6469  -15.2871  -15.0054  -14.5966  -14.3695  -14.1001  -12.7695  -12.5613  -12.0166  -11.7162  -11.1006  -10.8459  -10.1160   -9.9556   -9.1310   -9.1007   -8.3282   -8.2702   -7.8636   -7.7855   -7.6749   -7.6265   -7.4870   -7.2017   -7.1037   -6.7305   -6.7016   -6.6310   -6.5521   -6.4551   -6.4430   -6.3545   -6.3476   -6.3152   -6.3149   -6.2945   -6.2444   -5.9137   -5.8275   -5.6791   -5.6645   -5.5578   -5.4595   -5.4092   -5.4035   -5.1887   -5.1270   -5.1246   -4.9207   -4.8472   -4.7058   -4.4210   -4.2020   -3.9167   -3.6305   -3.3560   -3.0496   -2.8040   -2.5449   -2.5356   -2.5347   -2.3583   -2.2525    0.4329    0.4331    1.9867    2.0628    2.4936    2.6936    3.2484    3.5132    4.0993    4.3838    4.9658    5.1946    5.3299    5.5222    5.6517    5.7939    5.8436    5.9008    6.1145    6.1390    6.1993    6.3421    6.4074
  0.0448  -18.0299  -17.9194  -17.7542  -17.6728  -17.5805  -17.4352  -17.3970  -17.0817  -17.0474  -16.6813  -16.5625  -16.1889  -15.9790  -15.6029  -15.3242  -14.9636  -14.6303  -14.3355  -14.1076  -12.7584  -12.5703  -11.9996  -11.7282  -11.0845  -10.8566  -10.1036   -9.9658   -9.1225   -9.1150   -8.3674   -8.2649   -7.9559   -7.8047   -7.7568   -7.7449   -7.4009   -7.0876   -6.9749   -6.8170   -6.7862   -6.6957   -6.6050   -6.4652   -6.4618   -6.3241   -6.3143   -6.2759   -6.2696   -6.2296   -6.2273   -5.8920   -5.8700   -5.7432   -5.7017   -5.5253   -5.4847   -5.3582   -5.3405   -5.1862   -5.1721   -5.1209   -4.8695   -4.7817   -4.7621   -4.3583   -4.2549   -3.8579   -3.6784   -3.3030   -3.0887   -2.7619   -2.5671   -2.5351   -2.5343   -2.3365   -2.2539    0.4389    0.4392    1.9897    2.0543    2.5064    2.6727    3.2710    3.4801    4.1313    4.3371    5.0045    5.1344    5.2537    5.4459    5.7179    5.7362    5.8151    5.9280    6.0638    6.1216    6.1973    6.3002    6.3249
  0.0597  -18.0840  -17.9722  -17.8014  -17.6146  -17.5485  -17.4554  -17.3451  -17.0872  -17.0287  -16.6291  -16.6041  -16.1379  -16.0202  -15.5535  -15.3645  -14.9167  -14.6668  -14.2985  -14.1179  -12.7431  -12.5817  -11.9771  -11.7436  -11.0634  -10.8706  -10.0873   -9.9792   -9.1338   -9.1122   -8.4147   -8.2668   -8.0389   -7.9224   -7.8875   -7.7115   -7.3191   -6.9778   -6.9038   -6.8747   -6.8431   -6.7640   -6.6613   -6.4955   -6.4890   -6.3274   -6.2942   -6.2225   -6.2138   -6.1881   -6.1519   -5.9553   -5.8176   -5.8063   -5.7394   -5.5863   -5.4145   -5.3083   -5.2812   -5.2349   -5.2189   -5.0532   -4.8175   -4.8174   -4.7145   -4.3085   -4.2929   -3.7956   -3.7279   -3.2464   -3.1301   -2.7164   -2.5922   -2.5344   -2.5336   -2.3118   -2.2556    0.4473    0.4476    1.9937    2.0435    2.5231    2.6464    3.2994    3.4393    4.1699    4.2815    5.0554    5.0614    5.1788    5.3711    5.6433    5.8223    5.9884    6.0153    6.0460    6.0494    6.2435    6.2903    6.3182
  0.0746  -18.1371  -18.0242  -17.8512  -17.5672  -17.5527  -17.4242  -17.2998  -17.1192  -16.9754  -16.6443  -16.5748  -16.0841  -16.0618  -15.5010  -15.4056  -14.8669  -14.7044  -14.2605  -14.1307  -12.7240  -12.5945  -11.9501  -11.7617  -11.0381  -10.8874  -10.0680   -9.9953   -9.1562   -9.1016   -8.4660   -8.2938   -8.0971   -8.0442   -8.0162   -7.6720   -7.2457   -6.9978   -6.9516   -6.8679   -6.8381   -6.7180   -6.7163   -6.5293   -6.5233   -6.3396   -6.2804   -6.1769   -6.1692   -6.1191   -6.0760   -6.0174   -5.8682   -5.7735   -5.7594   -5.6474   -5.3420   -5.3141   -5.2647   -5.2557   -5.1896   -4.9912   -4.8657   -4.7648   -4.6474   -4.3603   -4.2262   -3.7770   -3.7315   -3.1877   -3.1719   -2.6690   -2.6186   -2.5335   -2.5327   -2.2858   -2.2578    0.4581    0.4583    1.9986    2.0309    2.5427    2.6165    3.3314    3.3940    4.2115    4.2213    4.9780    5.1044    5.1056    5.2980    5.5704    5.7967    5.9103    5.9175    5.9778    6.1022    6.1754    6.1773    6.3166
  0.0895  -18.1890  -18.0753  -17.9009  -17.6084  -17.4895  -17.3692  -17.2763  -17.1277  -16.9252  -16.6795  -16.5200  -16.1020  -16.0287  -15.4466  -15.4463  -14.8153  -14.7420  -14.2225  -14.1457  -12.7015  -12.6077  -11.9195  -11.7814  -11.0098  -10.9061  -10.0469  -10.0134   -9.1811   -9.0933   -8.5176   -8.3599   -8.1667   -8.1609   -8.0991   -7.6320   -7.1935   -7.0879   -7.0156   -6.9101   -6.7977   -6.7506   -6.5906   -6.5651   -6.5543   -6.3559   -6.2696   -6.1437   -6.1200   -6.0782   -6.0465   -6.0056   -5.9288   -5.7984   -5.7075   -5.6975   -5.3712   -5.3091   -5.2684   -5.2014   -5.1182   -4.9707   -4.8705   -4.7116   -4.5844   -4.4061   -4.1597   -3.8240   -3.6665   -3.2130   -3.1280   -2.6454   -2.6209   -2.5324   -2.5316   -2.2601   -2.2592    0.4711    0.4714    2.0040    2.0173    2.5640    2.5846    3.3463    3.3649    4.1598    4.2516    4.9077    5.0341    5.1435    5.2266    5.4991    5.7282    5.8467    5.9061    6.0003    6.1063    6.1214    6.1911    6.2359
  0.1044  -18.2398  -18.1255  -17.9500  -17.6537  -17.4263  -17.3088  -17.2869  -17.0992  -16.8857  -16.7019  -16.4666  -16.1389  -15.9728  -15.4855  -15.3909  -14.7790  -14.7626  -14.1849  -14.1624  -12.6760  -12.6205  -11.8861  -11.8020  -10.9793  -10.9259  -10.0326  -10.0250   -9.2073   -9.0903   -8.5656   -8.4509   -8.2895   -8.2871   -8.0940   -7.5938   -7.2006   -7.1795   -7.0349   -6.9745   -6.8435   -6.7019   -6.6030   -6.5544   -6.4649   -6.3751   -6.2609   -6.1377   -6.1125   -6.0786   -5.9881   -5.9747   -5.9517   -5.8002   -5.7665   -5.6337   -5.4287   -5.3514   -5.1938   -5.1458   -5.0443   -5.0098   -4.8135   -4.6580   -4.5438   -4.4272   -4.0960   -3.8663   -3.6017   -3.2523   -3.0679   -2.6717   -2.5727   -2.5310   -2.5302   -2.2623   -2.2324    0.4864    0.4867    2.0032    2.0098    2.5521    2.5858    3.2983    3.3977    4.0990    4.2861    4.8385    4.9642    5.1374    5.1567    5.4294    5.4983    5.7772    5.8362    6.0191    6.0373    6.0900    6.1485    6.2819
  0.1193  -18.2894  -18.1745  -17.9982  -17.6997  -17.3701  -17.3094  -17.2464  -17.0489  -16.8709  -16.6970  -16.4180  -16.1687  -15.9175  -15.5222  -15.3347  -14.8149  -14.7091  -14.1806  -14.1484  -12.6479  -12.6322  -11.8507  -11.8226  -10.9477  -10.9462  -10.0522  -10.0039   -9.2335   -9.0970   -8.6060   -8.5527   -8.4176   -8.4121   -8.0741   -7.5593   -7.2718   -7.2624   -7.0777   -6.9678   -6.9011   -6.7072   -6.6408   -6.4912   -6.3968   -6.3417   -6.2531   -6.1959   -6.0832   -6.0522   -6.0462   -5.9224   -5.9048   -5.8242   -5.7638   -5.5708   -5.4853   -5.3894   -5.1196   -5.0891   -5.0592   -4.9694   -4.7426   -4.6041   -4.5581   -4.3912   -4.0448   -3.8940   -3.5393   -3.2875   -3.0085   -2.6964   -2.5294   -2.5286   -2.5250   -2.2639   -2.2057    0.5040    0.5042    1.9891    2.0153    2.5200    2.6068    3.2516    3.4268    4.0423    4.3083    4.7848    4.8959    5.0885    5.1461    5.3614    5.5054    5.7095    5.7673    5.9526    5.9696    6.0343    6.1826    6.2458
  0.1343  -18.3379  -18.2225  -18.0454  -17.7454  -17.3724  -17.2790  -17.1838  -16.9902  -16.8836  -16.6612  -16.3823  -16.1834  -15.8649  -15.5541  -15.2787  -14.8489  -14.6553  -14.1996  -14.1131  -12.6420  -12.6178  -11.8424  -11.8143  -10.9662  -10.9160  -10.0713   -9.9849   -9.2581   -9.1175   -8.6595   -8.6358   -8.5485   -8.5327   -8.0497   -7.5302   -7.3643   -7.3387   -7.1524   -6.9586   -6.9236   -6.7399   -6.6765   -6.4209   -6.4014   -6.2547   -6.2529   -6.2122   -6.1030   -6.0556   -6.0481   -5.8975   -5.8807   -5.8372   -5.7014   -5.5408   -5.5191   -5.4132   -5.1164   -5.0381   -5.0317   -4.8940   -4.6683   -4.5988   -4.5499   -4.3261   -4.0319   -3.8810   -3.4857   -3.3120   -2.9516   -2.7177   -2.5275   -2.5267   -2.4789   -2.2640   -2.1792    0.5236    0.5239    1.9753    2.0199    2.4894    2.6251    3.2081    3.4486    3.9929    4.3091    4.7516    4.8293    5.0219    5.0408    5.2949    5.5471    5.6433    5.7001    5.8862    5.9034    5.9742    6.1775    6.2676
