#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.1892  -24.1864  -24.1614  -24.1604  -21.2338  -21.2275  -21.2151  -21.2105  -21.1911  -21.1907  -10.1485  -10.1370   -8.5283   -8.4603   -3.5352   -3.0750   -2.2783   -1.7626   -1.7100   -1.5119    1.4667    1.8114    2.3274    2.7534    3.2285    3.4808    5.4989    5.5268    6.2164    6.2383    6.3340    6.4949    6.7982
  0.0330  -24.1891  -24.1864  -24.1614  -24.1604  -21.2338  -21.2276  -21.2151  -21.2105  -21.1911  -21.1906  -10.1424  -10.1308   -8.5276   -8.4598   -3.5382   -3.0781   -2.2904   -1.7853   -1.6901   -1.4951    1.4665    1.8143    2.2919    2.7194    3.1995    3.4539    5.4775    5.4971    6.1907    6.2179    6.3378    6.4804    6.8439
  0.0660  -24.1891  -24.1864  -24.1614  -24.1604  -21.2338  -21.2276  -21.2150  -21.2106  -21.1911  -21.1906  -10.1468  -10.1355   -8.5166   -8.4499   -3.5274   -3.0663   -2.3205   -1.8386   -1.6437   -1.4527    1.4799    1.8297    2.2486    2.6741    3.1518    3.4085    5.4594    5.4782    6.1379    6.2011    6.3141    6.3875    6.8274
  0.0991  -24.1890  -24.1864  -24.1614  -24.1604  -21.2337  -21.2278  -21.2149  -21.2106  -21.1910  -21.1906  -10.1627  -10.1522   -8.4940   -8.4294   -3.5028   -3.0398   -2.3641   -1.9024   -1.5851   -1.3930    1.5045    1.8527    2.2021    2.6180    3.0915    3.3495    5.4416    5.4660    6.0479    6.1595    6.2810    6.3139    6.6977
  0.1321  -24.1890  -24.1865  -24.1614  -24.1604  -21.2337  -21.2280  -21.2147  -21.2106  -21.1910  -21.1906  -10.1906  -10.1812   -8.4593   -8.3975   -3.4654   -2.9990   -2.4156   -1.9705   -1.5168   -1.3227    1.5366    1.8744    2.1612    2.5528    3.0243    3.2812    5.4181    5.4529    5.9485    6.0629    6.2298    6.2875    6.5678
  0.1651  -24.1890  -24.1866  -24.1614  -24.1605  -21.2337  -21.2283  -21.2145  -21.2107  -21.1911  -21.1906  -10.2300  -10.2218   -8.4129   -8.3542   -3.4161   -2.9450   -2.4694   -2.0389   -1.4413   -1.2459    1.5702    1.8801    2.1402    2.4822    2.9555    3.2078    5.3785    5.4279    5.8619    5.9618    6.1649    6.2083    6.4836
  0.1981  -24.1890  -24.1867  -24.1614  -24.1605  -21.2337  -21.2286  -21.2142  -21.2107  -21.1911  -21.1907  -10.2799  -10.2729   -8.3557   -8.3004   -3.3567   -2.8793   -2.5201   -2.1043   -1.3610   -1.1651    1.5960    1.8615    2.1468    2.4130    2.8902    3.1332    5.3148    5.3793    5.7876    5.8835    6.0773    6.0992    6.4148
  0.2311  -24.1889  -24.1868  -24.1614  -24.1605  -21.2337  -21.2289  -21.2140  -21.2108  -21.1912  -21.1907  -10.3388  -10.3329   -8.2893   -8.2374   -3.2895   -2.8050   -2.5616   -2.1636   -1.2775   -1.0822    1.5996    1.8320    2.1625    2.3583    2.8343    3.0621    5.2301    5.3045    5.7032    5.8023    5.9955    6.0302    6.3168
  0.2642  -24.1889  -24.1870  -24.1613  -24.1605  -21.2337  -21.2293  -21.2137  -21.2108  -21.1913  -21.1907  -10.4050  -10.3999   -8.2155   -8.1667   -3.2181   -2.7306   -2.5823   -2.2134   -1.1925   -0.9985    1.5700    1.8058    2.1569    2.3365    2.7946    2.9999    5.1345    5.2124    5.5962    5.6815    5.9567    5.9881    6.2431
  0.2972  -24.1889  -24.1872  -24.1613  -24.1605  -21.2337  -21.2297  -21.2134  -21.2109  -21.1915  -21.1908  -10.4767  -10.4722   -8.1363   -8.0901   -3.1475   -2.6801   -2.5563   -2.2487   -1.1072   -0.9153    1.5129    1.7754    2.1263    2.3402    2.7769    2.9549    5.0366    5.1143    5.4756    5.5430    5.9027    5.9240    6.2142
