#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.2041  -24.2041  -24.2036  -24.2036  -24.1768  -24.1768  -24.1759  -24.1759  -21.2478  -21.2478  -21.2472  -21.2472  -21.2264  -21.2264  -21.2258  -21.2258  -21.2081  -21.2081  -21.2071  -21.2071  -10.9784  -10.9784  -10.9740  -10.9740   -7.5374   -7.5374   -7.4993   -7.4993   -2.7560   -2.7560   -2.3163   -2.3163   -1.9734   -1.9734   -1.7422   -1.7422   -0.6467   -0.6467   -0.4833   -0.4833    0.4489    0.4489    0.6054    0.6054    2.2394    2.2394    2.5917    2.5917    2.8885    2.8885    2.9377    2.9377    4.4660    4.4660    4.4945    4.4946    4.7254    4.7255    4.7478    4.7478    5.4662    5.4665    5.4792    5.4795    6.1539    6.1540    6.1684    6.1684    6.7388    6.7390    6.7695    6.7697    7.0381    7.0382    7.0400    7.0401    7.1192    7.1192    7.1360    7.1360    7.7773    7.7773    7.8234    7.8235    8.6768    8.6769    8.7646    8.7647    9.1874    9.1874    9.1896    9.1896    9.6211    9.6211    9.6381    9.6382    9.7819    9.7820    9.8274    9.8275   10.3182   10.3183   10.3196   10.3197   10.4551   10.4551   10.4604   10.4605   10.5538   10.5545   10.5619   10.5633
  0.0224  -24.2042  -24.2040  -24.2037  -24.2035  -24.1768  -24.1768  -24.1759  -24.1759  -21.2480  -21.2476  -21.2474  -21.2470  -21.2265  -21.2262  -21.2259  -21.2257  -21.2082  -21.2079  -21.2072  -21.2069  -11.0256  -11.0213  -10.9295  -10.9251   -7.5809   -7.5430   -7.4965   -7.4583   -2.8062   -2.7017   -2.3702   -2.2611   -2.0351   -1.9077   -1.8028   -1.6795   -0.6926   -0.6012   -0.5307   -0.4386    0.4439    0.4583    0.6028    0.6093    2.2046    2.2695    2.5687    2.6106    2.8441    2.9061    2.9212    2.9612    4.4206    4.4446    4.5117    4.5455    4.6774    4.6971    4.7756    4.8007    5.4384    5.4477    5.4988    5.5143    6.1427    6.1626    6.1831    6.1898    6.7169    6.7412    6.7642    6.8004    6.9776    6.9813    7.0298    7.0467    7.1036    7.1044    7.2198    7.2366    7.7363    7.7733    7.7969    7.8518    8.6389    8.7142    8.7185    8.8040    9.1311    9.1334    9.2447    9.2470    9.6087    9.6252    9.6481    9.6500    9.7478    9.7560    9.7870    9.8357   10.2984   10.3008   10.3008   10.3140   10.4274   10.4348   10.4383   10.4453   10.5220   10.5331   10.5539   10.5608
  0.0447  -24.2043  -24.2039  -24.2038  -24.2034  -24.1768  -24.1768  -24.1759  -24.1759  -21.2482  -21.2476  -21.2474  -21.2468  -21.2266  -21.2261  -21.2260  -21.2256  -21.2083  -21.2078  -21.2073  -21.2068  -11.0709  -11.0667  -10.8790  -10.8746   -7.6266   -7.5894   -7.4580   -7.4201   -2.8520   -2.6434   -2.4226   -2.2050   -2.0926   -1.8611   -1.8379   -1.6147   -0.7383   -0.5799   -0.5567   -0.3976    0.4429    0.4726    0.6016    0.6143    2.1655    2.2947    2.5409    2.6257    2.7899    2.8672    2.9414    2.9762    4.3754    4.3959    4.5577    4.5967    4.6309    4.6483    4.8288    4.8563    5.4144    5.4193    5.5359    5.5525    6.1483    6.1712    6.2271    6.2301    6.6970    6.7139    6.7929    6.8337    6.9211    6.9283    6.9559    6.9719    7.1716    7.1724    7.3300    7.3473    7.6825    7.7101    7.7907    7.8524    8.5982    8.6655    8.7542    8.8394    9.0767    9.0792    9.3019    9.3043    9.5527    9.5801    9.6626    9.6629    9.6945    9.7378    9.7748    9.8020   10.2129   10.2184   10.2556   10.2765   10.3423   10.3506   10.3777   10.3845   10.5376   10.5548   10.6737   10.6766
  0.0671  -24.2044  -24.2040  -24.2038  -24.2033  -24.1768  -24.1768  -24.1759  -24.1759  -21.2484  -21.2479  -21.2473  -21.2466  -21.2267  -21.2261  -21.2260  -21.2255  -21.2085  -21.2076  -21.2074  -21.2067  -11.1142  -11.1101  -10.8273  -10.8229   -7.6745   -7.6382   -7.4222   -7.3849   -2.8935   -2.5816   -2.4731   -2.1483   -2.1460   -1.9172   -1.7640   -1.5481   -0.7832   -0.6297   -0.5138   -0.3609    0.4452    0.4915    0.6017    0.6197    2.1228    2.3152    2.5072    2.6373    2.7292    2.8226    2.9494    2.9830    4.3303    4.3488    4.5856    4.6011    4.6038    4.6471    4.8862    4.9153    5.3935    5.3940    5.5777    5.5944    6.1686    6.1925    6.2796    6.2935    6.6764    6.6853    6.8241    6.8626    6.8684    6.8751    6.9076    6.9208    7.2373    7.2401    7.4472    7.4668    7.6292    7.6449    7.7587    7.8235    8.5536    8.6066    8.7983    8.8744    9.0247    9.0275    9.3564    9.3589    9.4267    9.4541    9.6416    9.6439    9.7012    9.7442    9.8008    9.8009   10.0757   10.0789   10.1895   10.2083   10.2600   10.2668   10.3951   10.4111   10.5497   10.5607   10.7322   10.7353
  0.0894  -24.2045  -24.2041  -24.2036  -24.2032  -24.1768  -24.1768  -24.1759  -24.1759  -21.2486  -21.2481  -21.2471  -21.2464  -21.2268  -21.2262  -21.2259  -21.2254  -21.2086  -21.2076  -21.2075  -21.2066  -11.1553  -11.1514  -10.7745  -10.7702   -7.7242   -7.6891   -7.3890   -7.3526   -2.9304   -2.5217   -2.5165   -2.1953   -2.0916   -1.9708   -1.6861   -1.4797   -0.8268   -0.6794   -0.4731   -0.3292    0.4502    0.5144    0.6027    0.6247    2.0776    2.3314    2.4654    2.6456    2.6669    2.7740    2.9463    2.9822    4.2855    4.3034    4.5414    4.5553    4.6496    4.6953    4.9492    4.9783    5.3694    5.3759    5.6242    5.6404    6.2008    6.2246    6.3450    6.3698    6.6523    6.6534    6.8062    6.8213    6.8564    6.8840    6.8961    6.9020    7.2895    7.2984    7.5499    7.5800    7.6088    7.6160    7.7062    7.7691    8.5051    8.5428    8.8460    8.9111    8.9755    8.9788    9.2842    9.2984    9.4036    9.4056    9.5908    9.6116    9.6353    9.6952    9.8677    9.8717    9.9655   10.0057   10.0892   10.1004   10.2345   10.2359   10.4236   10.4504   10.5432   10.5472   10.7743   10.7755
  0.1118  -24.2046  -24.2042  -24.2035  -24.2031  -24.1768  -24.1768  -24.1759  -24.1759  -21.2488  -21.2483  -21.2469  -21.2463  -21.2269  -21.2263  -21.2257  -21.2252  -21.2087  -21.2077  -21.2073  -21.2065  -11.1942  -11.1905  -10.7208  -10.7167   -7.7755   -7.7418   -7.3585   -7.3232   -2.9629   -2.5684   -2.4486   -2.2404   -2.0354   -2.0219   -1.6042   -1.4097   -0.8685   -0.7282   -0.4348   -0.3024    0.4572    0.5398    0.6044    0.6276    2.0316    2.3436    2.4129    2.6091    2.6506    2.7233    2.9340    2.9750    4.2411    4.2598    4.4984    4.5112    4.6947    4.7405    5.0185    5.0459    5.3457    5.3590    5.6758    5.6909    6.2412    6.2646    6.4195    6.4529    6.6179    6.6241    6.7581    6.7743    6.8784    6.8882    6.8892    6.9306    7.3097    7.3298    7.5800    7.5804    7.6417    7.6983    7.7261    7.7342    8.4523    8.4740    8.8942    8.9294    8.9332    8.9479    9.1406    9.1415    9.4330    9.4339    9.5214    9.5297    9.5556    9.5699    9.9250    9.9360    9.9439    9.9987   10.0060   10.0145   10.2439   10.2453   10.4393   10.4758   10.5337   10.5348   10.7846   10.7897
  0.1341  -24.2047  -24.2043  -24.2034  -24.2030  -24.1768  -24.1768  -24.1760  -24.1759  -21.2490  -21.2486  -21.2468  -21.2461  -21.2269  -21.2264  -21.2256  -21.2251  -21.2088  -21.2078  -21.2072  -21.2064  -11.2308  -11.2273  -10.6668  -10.6627   -7.8279   -7.7959   -7.3304   -7.2966   -2.9910   -2.6130   -2.3785   -2.2813   -2.0704   -1.9803   -1.5183   -1.3381   -0.9080   -0.7756   -0.3992   -0.2804    0.4657    0.5656    0.6064    0.6265    1.9866    2.3483    2.3523    2.5608    2.6524    2.6726    2.9147    2.9628    4.1977    4.2180    4.4570    4.4689    4.7384    4.7824    5.0946    5.1186    5.3214    5.3417    5.7326    5.7463    6.2849    6.3094    6.4958    6.5319    6.5807    6.5948    6.7201    6.7368    6.8846    6.8930    6.9206    6.9498    7.3022    7.3323    7.5765    7.6230    7.6231    7.6362    7.8655    7.8763    8.3941    8.3991    8.8866    8.8907    8.9385    8.9797    8.9919    9.0044    9.3881    9.4177    9.4213    9.4291    9.4740    9.4767    9.9283    9.9334    9.9410    9.9933    9.9947   10.0529   10.3005   10.3018   10.4300   10.4645   10.5280   10.5410   10.7605   10.7750
  0.1565  -24.2048  -24.2044  -24.2033  -24.2029  -24.1768  -24.1767  -24.1760  -24.1760  -21.2492  -21.2488  -21.2466  -21.2460  -21.2270  -21.2265  -21.2254  -21.2250  -21.2089  -21.2080  -21.2070  -21.2063  -11.2649  -11.2616  -10.6126  -10.6087   -7.8811   -7.8509   -7.3049   -7.2728   -3.0147   -2.6556   -2.3180   -2.3068   -2.1164   -1.9268   -1.4287   -1.2651   -0.9449   -0.8209   -0.3665   -0.2625    0.4752    0.5891    0.6084    0.6189    1.9446    2.2741    2.3582    2.5236    2.6241    2.6507    2.8908    2.9469    4.1553    4.1781    4.4173    4.4285    4.7807    4.8211    5.1770    5.1965    5.2954    5.3227    5.7945    5.8067    6.3242    6.3538    6.5444    6.5614    6.5696    6.5886    6.6926    6.7094    6.8946    6.8997    6.9615    6.9616    7.2960    7.3362    7.5239    7.5581    7.6969    7.7160    8.0111    8.0228    8.3175    8.3291    8.8440    8.8477    8.8591    8.8847    8.9720    8.9983    9.2439    9.2654    9.3666    9.3728    9.4159    9.4166    9.9196    9.9283    9.9560   10.0060   10.0104   10.0919   10.3870   10.3876   10.4029   10.4364   10.5105   10.5348   10.6426   10.6630
  0.1789  -24.2048  -24.2045  -24.2032  -24.2029  -24.1767  -24.1767  -24.1760  -24.1760  -21.2493  -21.2490  -21.2465  -21.2459  -21.2270  -21.2265  -21.2253  -21.2249  -21.2090  -21.2081  -21.2069  -21.2062  -11.2966  -11.2935  -10.5587  -10.5551   -7.9345   -7.9063   -7.2818   -7.2516   -3.0341   -2.6963   -2.3505   -2.2341   -2.1596   -1.8756   -1.3356   -1.1908   -0.9790   -0.8638   -0.3364   -0.2482    0.4853    0.6027    0.6068    0.6102    1.9070    2.1953    2.3618    2.4968    2.5801    2.6452    2.8649    2.9286    4.1146    4.1402    4.3796    4.3904    4.8215    4.8575    5.2651    5.2669    5.2795    5.3010    5.8609    5.8715    6.3488    6.3890    6.5130    6.5531    6.5970    6.6051    6.6764    6.6924    6.9017    6.9025    6.9828    7.0240    7.3086    7.3602    7.4977    7.5188    7.7802    7.8028    8.1532    8.1605    8.2412    8.2622    8.7351    8.7600    8.8152    8.8281    8.9846    8.9930    9.1063    9.1253    9.2768    9.3018    9.3593    9.3609    9.9464    9.9485    9.9746   10.0068   10.0115   10.1173   10.3626   10.4032   10.4076   10.4175   10.4683   10.4871   10.6124   10.6368
  0.2012  -24.2049  -24.2046  -24.2031  -24.2028  -24.1767  -24.1767  -24.1760  -24.1760  -21.2495  -21.2492  -21.2464  -21.2458  -21.2271  -21.2266  -21.2252  -21.2248  -21.2091  -21.2082  -21.2067  -21.2061  -11.3256  -11.3228  -10.5057  -10.5023   -7.9875   -7.9615   -7.2610   -7.2329   -3.0495   -2.7350   -2.3787   -2.2002   -2.1614   -1.8273   -1.2392   -1.1153   -1.0100   -0.9041   -0.3090   -0.2367    0.4956    0.5757    0.6115    0.6154    1.8748    2.1164    2.3638    2.4798    2.5431    2.6355    2.8395    2.9091    4.0756    4.1043    4.3442    4.3546    4.8611    4.8923    5.2355    5.2757    5.3577    5.3669    5.9306    5.9392    6.3515    6.4006    6.4925    6.5433    6.5832    6.5903    6.6717    6.6852    6.9018    6.9069    7.0305    7.1064    7.3433    7.4037    7.5071    7.5159    7.8517    7.8761    8.1374    8.1721    8.3176    8.3308    8.6365    8.6580    8.7883    8.8034    8.9557    8.9626    8.9882    9.0087    9.1789    9.2046    9.3164    9.3345    9.9513    9.9601    9.9781   10.0323   10.0348   10.1176   10.2947   10.3496   10.3598   10.3692   10.4044   10.4119   10.5338   10.5479
