#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.2060  -24.2060  -24.2056  -24.2056  -24.1769  -24.1769  -24.1768  -24.1768  -21.2499  -21.2499  -21.2492  -21.2492  -21.2254  -21.2254  -21.2252  -21.2252  -21.2101  -21.2101  -21.2098  -21.2098  -11.1001  -11.1001  -11.0985  -11.0985   -7.6166   -7.6166   -7.5864   -7.5864   -2.8099   -2.8099   -2.3949   -2.3949   -1.4136   -1.4136   -1.0349   -1.0349   -0.3711   -0.3711   -0.3702   -0.3702    1.2223    1.2223    1.2628    1.2628    1.8513    1.8513    2.0203    2.0203    3.0366    3.0366    3.1330    3.1330    4.2710    4.2712    4.3412
  0.0186  -24.2060  -24.2060  -24.2056  -24.2055  -24.1770  -24.1769  -24.1768  -24.1768  -21.2499  -21.2499  -21.2492  -21.2492  -21.2255  -21.2254  -21.2253  -21.2251  -21.2102  -21.2101  -21.2098  -21.2098  -11.1259  -11.1243  -11.0737  -11.0721   -7.6600   -7.6304   -7.5741   -7.5433   -2.8324   -2.7831   -2.4246   -2.3616   -1.4453   -1.3820   -1.0687   -1.0015   -0.4101   -0.4078   -0.3334   -0.3332    1.1737    1.2500    1.2627    1.2733    1.8090    1.8986    1.9410    2.0973    2.9999    3.0732    3.0922    3.1726    4.2339    4.3005    4.3143
  0.0373  -24.2060  -24.2060  -24.2056  -24.2055  -24.1770  -24.1769  -24.1768  -24.1768  -21.2499  -21.2499  -21.2492  -21.2492  -21.2256  -21.2253  -21.2253  -21.2251  -21.2102  -21.2101  -21.2098  -21.2098  -11.1509  -11.1493  -11.0468  -11.0453   -7.7038   -7.6752   -7.5326   -7.5016   -2.8505   -2.7520   -2.4509   -2.3249   -1.4768   -1.3505   -1.1030   -0.9685   -0.4499   -0.4457   -0.2973   -0.2971    1.1159    1.2324    1.2830    1.2962    1.7733    1.8626    1.9489    2.1696    2.9635    3.0508    3.1094    3.2107    4.1981    4.2614    4.3520
  0.0559  -24.2061  -24.2060  -24.2056  -24.2055  -24.1770  -24.1769  -24.1768  -24.1768  -21.2499  -21.2499  -21.2492  -21.2492  -21.2256  -21.2254  -21.2252  -21.2250  -21.2102  -21.2101  -21.2099  -21.2098  -11.1750  -11.1735  -11.0196  -11.0180   -7.7480   -7.7204   -7.4925   -7.4615   -2.8645   -2.7164   -2.4741   -2.2846   -1.5079   -1.3194   -1.1377   -0.9360   -0.4899   -0.4834   -0.2633   -0.2623    1.0488    1.2067    1.2928    1.3244    1.7451    1.7894    2.0001    2.2358    2.9277    3.0094    3.1450    3.2467    4.1637    4.2240    4.4018
  0.0745  -24.2061  -24.2059  -24.2056  -24.2055  -24.1770  -24.1769  -24.1769  -24.1767  -21.2499  -21.2499  -21.2492  -21.2492  -21.2257  -21.2254  -21.2251  -21.2249  -21.2102  -21.2101  -21.2099  -21.2098  -11.1981  -11.1966  -10.9922  -10.9907   -7.7921   -7.7657   -7.4539   -7.4231   -2.8745   -2.6765   -2.4942   -2.2409   -1.5383   -1.2886   -1.1728   -0.9039   -0.5296   -0.5206   -0.2317   -0.2291    0.9731    1.1687    1.3032    1.3485    1.7244    1.7266    2.0507    2.2948    2.8929    2.9684    3.1797    3.2804    4.1303    4.1880    4.4127
  0.0932  -24.2061  -24.2059  -24.2056  -24.2055  -24.1770  -24.1769  -24.1769  -24.1767  -21.2499  -21.2498  -21.2492  -21.2492  -21.2257  -21.2255  -21.2251  -21.2249  -21.2102  -21.2101  -21.2099  -21.2098  -11.2201  -11.2187  -10.9648  -10.9634   -7.8357   -7.8107   -7.4170   -7.3866   -2.8807   -2.6323   -2.5117   -2.1941   -1.5679   -1.2583   -1.2084   -0.8724   -0.5687   -0.5570   -0.2030   -0.1980    0.8902    1.1149    1.3143    1.3696    1.6785    1.7106    2.0993    2.3461    2.8594    2.9286    3.2132    3.3115    4.0979    4.1533    4.3820
  0.1118  -24.2061  -24.2059  -24.2057  -24.2055  -24.1770  -24.1769  -24.1768  -24.1767  -21.2499  -21.2498  -21.2492  -21.2492  -21.2258  -21.2256  -21.2250  -21.2248  -21.2102  -21.2101  -21.2099  -21.2098  -11.2409  -11.2395  -10.9377  -10.9363   -7.8787   -7.8551   -7.3819   -7.3523   -2.8832   -2.5841   -2.5268   -2.1446   -1.5961   -1.2444   -1.2285   -0.8414   -0.6065   -0.5924   -0.1775   -0.1693    0.8020    1.0443    1.3262    1.3884    1.6469    1.7027    2.1450    2.3898    2.8277    2.8903    3.2453    3.3400    4.0665    4.1199    4.3531
  0.1304  -24.2061  -24.2059  -24.2057  -24.2055  -24.1770  -24.1769  -24.1768  -24.1767  -21.2499  -21.2498  -21.2493  -21.2492  -21.2258  -21.2256  -21.2249  -21.2248  -21.2102  -21.2100  -21.2099  -21.2098  -11.2604  -11.2591  -10.9110  -10.9097   -7.9206   -7.8985   -7.3489   -7.3203   -2.8822   -2.5400   -2.5319   -2.0929   -1.6228   -1.2807   -1.1989   -0.8110   -0.6427   -0.6264   -0.1556   -0.1436    0.7104    0.9592    1.3390    1.4053    1.6300    1.6996    2.1874    2.4259    2.7981    2.8543    3.2759    3.3658    4.0363    4.0877    4.3265
  0.1490  -24.2061  -24.2059  -24.2057  -24.2055  -24.1770  -24.1769  -24.1768  -24.1767  -21.2499  -21.2498  -21.2493  -21.2492  -21.2259  -21.2257  -21.2249  -21.2247  -21.2102  -21.2100  -21.2099  -21.2098  -11.2786  -11.2774  -10.8851  -10.8839   -7.9610   -7.9406   -7.3180   -7.2907   -2.8779   -2.5516   -2.4762   -2.0397   -1.6474   -1.3175   -1.1694   -0.7811   -0.6769   -0.6588   -0.1378   -0.1215    0.6177    0.8639    1.3523    1.4206    1.6247    1.7002    2.2263    2.4549    2.7711    2.8208    3.3047    3.3889    4.0072    4.0569    4.3028
  0.1677  -24.2061  -24.2058  -24.2057  -24.2055  -24.1770  -24.1769  -24.1768  -24.1767  -21.2499  -21.2497  -21.2493  -21.2492  -21.2259  -21.2257  -21.2248  -21.2247  -21.2102  -21.2100  -21.2099  -21.2098  -11.2954  -11.2943  -10.8601  -10.8590   -7.9995   -7.9808   -7.2894   -7.2636   -2.8707   -2.5623   -2.4172   -1.9861   -1.6695   -1.3544   -1.1395   -0.7516   -0.7086   -0.6892   -0.1249   -0.1040    0.5264    0.7628    1.3662    1.4344    1.6274    1.7032    2.2616    2.4773    2.7469    2.7904    3.3317    3.4093    3.9797    4.0273    4.2780
  0.1863  -24.2061  -24.2058  -24.2058  -24.2055  -24.1770  -24.1769  -24.1768  -24.1767  -21.2499  -21.2497  -21.2494  -21.2492  -21.2260  -21.2258  -21.2248  -21.2247  -21.2102  -21.2100  -21.2100  -21.2098  -11.3108  -11.3098  -10.8363  -10.8353   -8.0359   -8.0189   -7.2631   -7.2392   -2.8608   -2.5724   -2.3554   -1.9335   -1.6887   -1.3914   -1.1085   -0.7376   -0.7227   -0.7176   -0.1180   -0.0925    0.4393    0.6601    1.3803    1.4467    1.6353    1.7079    2.2935    2.4939    2.7259    2.7634    3.3567    3.4273    3.9537    3.9991    4.2596
  0.2049  -24.2061  -24.2058  -24.2058  -24.2055  -24.1770  -24.1770  -24.1768  -24.1767  -21.2499  -21.2497  -21.2494  -21.2493  -21.2260  -21.2258  -21.2247  -21.2246  -21.2102  -21.2100  -21.2100  -21.2098  -11.3246  -11.3237  -10.8141  -10.8131   -8.0696   -8.0545   -7.2392   -7.2173   -2.8484   -2.5825   -2.2914   -1.8835   -1.7046   -1.4282   -1.0755   -0.7637   -0.7437   -0.6940   -0.1189   -0.0892    0.3600    0.5599    1.3944    1.4575    1.6461    1.7133    2.3224    2.5052    2.7082    2.7401    3.3796    3.4428    3.9296    3.9724    4.2380
  0.2236  -24.2061  -24.2058  -24.2058  -24.2055  -24.1770  -24.1770  -24.1768  -24.1767  -21.2499  -21.2497  -21.2494  -21.2493  -21.2260  -21.2259  -21.2247  -21.2246  -21.2102  -21.2100  -21.2100  -21.2098  -11.3369  -11.3361  -10.7936  -10.7927   -8.1004   -8.0871   -7.2179   -7.1982   -2.8338   -2.5930   -2.2258   -1.8384   -1.7166   -1.4647   -1.0392   -0.7866   -0.7674   -0.6655   -0.1300   -0.0972    0.2928    0.4666    1.4083    1.4667    1.6584    1.7187    2.3484    2.5120    2.6939    2.7204    3.4005    3.4560    3.9077    3.9474    4.2207
