#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -35.7479  -35.7479  -35.7479  -35.7479  -35.7213  -35.7212  -35.7212  -35.7212  -35.0258  -35.0258  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9910  -34.9910  -24.2803  -24.2803  -24.2800  -24.2800  -24.2396  -24.2396  -24.2380  -24.2380  -21.3340  -21.3340  -21.3323  -21.3323  -21.2938  -21.2938  -21.2933  -21.2933  -21.2726  -21.2726  -21.2702  -21.2702  -12.0366  -12.0366  -12.0198  -12.0198   -8.3106   -8.3106   -8.2835   -8.2835   -3.2344   -3.2344   -2.7407   -2.7407   -1.5402   -1.5402   -1.1791   -1.1791   -0.6902   -0.6902   -0.6194   -0.6194    1.0655    1.0655    1.3048    1.3048    2.3505    2.3505    2.9621    2.9621    3.4161    3.4161    3.6250    3.6250    4.5819    4.5819    4.6052    4.6052    5.0172
  0.0224  -35.7479  -35.7479  -35.7479  -35.7479  -35.7213  -35.7212  -35.7212  -35.7212  -35.0259  -35.0258  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9910  -34.9909  -24.2805  -24.2802  -24.2801  -24.2799  -24.2396  -24.2395  -24.2380  -24.2380  -21.3342  -21.3338  -21.3325  -21.3320  -21.2940  -21.2936  -21.2934  -21.2931  -21.2729  -21.2723  -21.2705  -21.2700  -12.0901  -12.0739  -11.9808  -11.9635   -8.3654   -8.3394   -8.2594   -8.2314   -3.2959   -3.1652   -2.8107   -2.6638   -1.5878   -1.4927   -1.2258   -1.1324   -0.7358   -0.6623   -0.6467   -0.5811    1.0485    1.0888    1.2970    1.3166    2.2990    2.3941    2.9157    2.9956    3.3863    3.4456    3.5951    3.6511    4.5292    4.5473    4.6351    4.6644    4.9629
  0.0448  -35.7479  -35.7479  -35.7479  -35.7479  -35.7213  -35.7212  -35.7212  -35.7212  -35.0259  -35.0259  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9910  -34.9909  -24.2807  -24.2804  -24.2800  -24.2797  -24.2396  -24.2395  -24.2380  -24.2380  -21.3345  -21.3336  -21.3328  -21.3318  -21.2941  -21.2935  -21.2935  -21.2930  -21.2732  -21.2720  -21.2708  -21.2697  -12.1413  -12.1258  -11.9230  -11.9052   -8.4235   -8.3989   -8.2117   -8.1832   -3.3495   -3.0885   -2.8739   -2.5801   -1.6350   -1.4453   -1.2722   -1.0858   -0.7833   -0.7095   -0.6057   -0.5472    1.0382    1.1175    1.2936    1.3313    2.2406    2.4292    2.8573    3.0165    3.3564    3.4746    3.5620    3.6734    4.4764    4.4904    4.6893    4.7249    4.9035
  0.0673  -35.7479  -35.7479  -35.7479  -35.7479  -35.7212  -35.7212  -35.7212  -35.7212  -35.0259  -35.0259  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2809  -24.2806  -24.2798  -24.2795  -24.2396  -24.2395  -24.2380  -24.2380  -21.3347  -21.3335  -21.3331  -21.3316  -21.2942  -21.2936  -21.2933  -21.2928  -21.2735  -21.2717  -21.2710  -21.2694  -12.1900  -12.1752  -11.8633  -11.8451   -8.4847   -8.4619   -8.1677   -8.1391   -3.3953   -3.0044   -2.9304   -2.4900   -1.6817   -1.3984   -1.3182   -1.0397   -0.8320   -0.7606   -0.5672   -0.5175    1.0347    1.1501    1.2949    1.3469    2.1770    2.4561    2.7882    3.0252    3.3264    3.5027    3.5260    3.6920    4.4235    4.4346    4.7450    4.7871    4.8512
  0.0897  -35.7479  -35.7479  -35.7479  -35.7478  -35.7213  -35.7212  -35.7212  -35.7212  -35.0259  -35.0259  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2810  -24.2807  -24.2796  -24.2794  -24.2396  -24.2395  -24.2381  -24.2380  -21.3349  -21.3334  -21.3333  -21.3314  -21.2943  -21.2937  -21.2931  -21.2927  -21.2737  -21.2714  -21.2713  -21.2692  -12.2361  -12.2221  -11.8020  -11.7834   -8.5488   -8.5279   -8.1273   -8.0989   -3.4335   -2.9804   -2.9133   -2.3938   -1.7276   -1.3636   -1.3521   -0.9945   -0.8816   -0.8148   -0.5312   -0.4912    1.0378    1.1846    1.3006    1.3600    2.1117    2.4752    2.7105    3.0231    3.2966    3.4880    3.5296    3.7071    4.3707    4.3800    4.8018    4.8027    4.8147
  0.1121  -35.7479  -35.7479  -35.7478  -35.7478  -35.7213  -35.7212  -35.7212  -35.7212  -35.0259  -35.0259  -35.0258  -35.0258  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2812  -24.2809  -24.2795  -24.2792  -24.2396  -24.2394  -24.2381  -24.2380  -21.3351  -21.3338  -21.3331  -21.3312  -21.2944  -21.2938  -21.2929  -21.2926  -21.2739  -21.2716  -21.2710  -21.2690  -12.2796  -12.2664  -11.7392  -11.7204   -8.6154   -8.5965   -8.0904   -8.0626   -3.4642   -3.0242   -2.8158   -2.2921   -1.7722   -1.4086   -1.3064   -0.9507   -0.9313   -0.8712   -0.4977   -0.4675    1.0470    1.2182    1.3103    1.3657    2.0495    2.4871    2.6268    3.0114    3.2674    3.4489    3.5549    3.7191    4.3183    4.3271    4.7548    4.7672    4.8622
  0.1345  -35.7480  -35.7480  -35.7478  -35.7478  -35.7213  -35.7213  -35.7212  -35.7212  -35.0259  -35.0259  -35.0258  -35.0257  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2814  -24.2811  -24.2793  -24.2791  -24.2395  -24.2394  -24.2382  -24.2380  -21.3353  -21.3341  -21.3329  -21.3311  -21.2945  -21.2939  -21.2928  -21.2924  -21.2741  -21.2719  -21.2707  -21.2688  -12.3203  -12.3079  -11.6754  -11.6565   -8.6839   -8.6673   -8.0570   -8.0300   -3.4877   -3.0622   -2.7123   -2.1856   -1.8153   -1.4531   -1.2612   -0.9806   -0.9287   -0.9085   -0.4664   -0.4456    1.0617    1.2472    1.3235    1.3568    1.9976    2.4928    2.5405    2.9919    3.2395    3.4096    3.5783    3.7286    4.2671    4.2763    4.7102    4.7221    4.9230
  0.1570  -35.7480  -35.7480  -35.7478  -35.7478  -35.7213  -35.7213  -35.7212  -35.7212  -35.0260  -35.0259  -35.0257  -35.0257  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2815  -24.2812  -24.2791  -24.2789  -24.2395  -24.2394  -24.2382  -24.2380  -21.3356  -21.3344  -21.3328  -21.3310  -21.2946  -21.2939  -21.2926  -21.2923  -21.2743  -21.2722  -21.2704  -21.2686  -12.3582  -12.3467  -11.6108  -11.5920   -8.7539   -8.7396   -8.0270   -8.0010   -3.5043   -3.0952   -2.6036   -2.0756   -1.8563   -1.4974   -1.2162   -1.0288   -0.9863   -0.8685   -0.4373   -0.4246    1.0812    1.2671    1.3257    1.3396    1.9632    2.4560    2.4934    2.9658    3.2138    3.3712    3.5998    3.7358    4.2176    4.2280    4.6679    4.6794    4.9842
  0.1794  -35.7480  -35.7480  -35.7478  -35.7478  -35.7213  -35.7213  -35.7212  -35.7212  -35.0260  -35.0260  -35.0257  -35.0257  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2816  -24.2814  -24.2790  -24.2788  -24.2395  -24.2393  -24.2383  -24.2381  -21.3358  -21.3347  -21.3326  -21.3309  -21.2946  -21.2940  -21.2924  -21.2922  -21.2745  -21.2724  -21.2701  -21.2684  -12.3932  -12.3825  -11.5459  -11.5273   -8.8248   -8.8127   -8.0000   -7.9755   -3.5144   -3.1236   -2.4905   -1.9635   -1.8948   -1.5414   -1.1708   -1.0755   -1.0428   -0.8309   -0.4101   -0.4037    1.1049    1.2685    1.2723    1.3576    1.9504    2.3781    2.4900    2.9346    3.1911    3.3349    3.6192    3.7412    4.1704    4.1825    4.6281    4.6391    5.0442
  0.2018  -35.7480  -35.7480  -35.7478  -35.7478  -35.7213  -35.7213  -35.7212  -35.7212  -35.0260  -35.0260  -35.0257  -35.0257  -35.0044  -35.0044  -35.0044  -35.0044  -34.9910  -34.9910  -34.9909  -34.9909  -24.2818  -24.2815  -24.2788  -24.2787  -24.2395  -24.2392  -24.2383  -24.2381  -21.3359  -21.3350  -21.3325  -21.3308  -21.2947  -21.2940  -21.2922  -21.2920  -21.2746  -21.2727  -21.2698  -21.2682  -12.4252  -12.4155  -11.4812  -11.4629   -8.8957   -8.8859   -7.9761   -7.9531   -3.5184   -3.1482   -2.3739   -1.9303   -1.8514   -1.5856   -1.1237   -1.1200   -1.0969   -0.7957   -0.3848   -0.3822    1.1320    1.1868    1.2574    1.3768    1.9572    2.3120    2.4839    2.8995    3.1727    3.3018    3.6368    3.7452    4.1261    4.1402    4.5908    4.6013    5.1001
