#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -25.0594  -25.0574  -25.0489  -25.0457  -22.1008  -22.0955  -22.0944  -22.0906  -22.0778  -22.0734  -13.2139  -13.1956  -10.9327  -10.8964  -10.8522  -10.8380   -9.9222   -9.9138   -5.7001   -5.5953   -4.5639   -4.3994   -4.2176   -4.1743   -4.0037   -3.8636   -2.9380   -2.6751   -2.5588   -2.3933   -0.8034   -0.6439    0.8793    1.0815    1.1867    1.2018    1.7865    1.8269    2.7216    2.9781    3.2822    3.2846    5.5125    5.5145
  0.0530  -25.0594  -25.0574  -25.0489  -25.0457  -22.1008  -22.0956  -22.0943  -22.0906  -22.0777  -22.0734  -13.2210  -13.2031  -11.0291  -11.0115  -10.7462  -10.7405   -9.9138   -9.9056   -5.6829   -5.5777   -4.5671   -4.4239   -4.2099   -4.2032   -3.9642   -3.8217   -2.9494   -2.6999   -2.5281   -2.3826   -0.7819   -0.6225    0.8609    1.0604    1.1388    1.2176    1.7765    1.8560    2.6866    2.9516    3.2693    3.2809    5.5446    5.5604
  0.1060  -25.0593  -25.0575  -25.0489  -25.0458  -22.1008  -22.0961  -22.0940  -22.0908  -22.0776  -22.0734  -13.2440  -13.2268  -11.1731  -11.1587  -10.6144  -10.6061   -9.8854   -9.8778   -5.6331   -5.5270   -4.5856   -4.4648   -4.2641   -4.1801   -3.8777   -3.7202   -2.9783   -2.7382   -2.4661   -2.3505   -0.7214   -0.5623    0.8074    1.0149    1.0547    1.2117    1.7811    1.9007    2.6021    2.8908    3.2244    3.2446    5.6318    5.6733
  0.1590  -25.0593  -25.0575  -25.0489  -25.0461  -22.1008  -22.0965  -22.0937  -22.0911  -22.0776  -22.0736  -13.2839  -13.2679  -11.3294  -11.3161  -10.4797  -10.4709   -9.8328   -9.8262   -5.5538   -5.4463   -4.6384   -4.5052   -4.2840   -4.1193   -3.7925   -3.6002   -3.0054   -2.7538   -2.3958   -2.3026   -0.6300   -0.4710    0.7204    0.9375    0.9706    1.1929    1.8029    1.9423    2.4905    2.8146    3.1478    3.1791    5.6607    5.9114
  0.2120  -25.0593  -25.0576  -25.0490  -25.0464  -22.1007  -22.0969  -22.0934  -22.0915  -22.0776  -22.0740  -13.3405  -13.3258  -11.4927  -11.4800  -10.3493  -10.3405   -9.7527   -9.7474   -5.4489   -5.3398   -4.7056   -4.5663   -4.2284   -4.0255   -3.7314   -3.4991   -2.9971   -2.7255   -2.3251   -2.2468   -0.5174   -0.3580    0.6089    0.8126    0.9181    1.1698    1.8300    1.9752    2.3661    2.7326    3.0608    3.1012    5.5442    5.5785
  0.2650  -25.0592  -25.0577  -25.0491  -25.0468  -22.1006  -22.0972  -22.0932  -22.0919  -22.0778  -22.0746  -13.4120  -13.3986  -11.6595  -11.6470  -10.2290  -10.2203   -9.6438   -9.6396   -5.3230   -5.2124   -4.7634   -4.6299   -4.1238   -3.9054   -3.6961   -3.4428   -2.9205   -2.6449   -2.2586   -2.1899   -0.3954   -0.2345    0.4876    0.6810    0.8693    1.1435    1.8503    1.9923    2.2414    2.6479    2.9840    3.0301    5.3719    5.4101
  0.3180  -25.0592  -25.0578  -25.0493  -25.0473  -22.1003  -22.0973  -22.0931  -22.0923  -22.0782  -22.0754  -13.4956  -13.4834  -11.8264  -11.8141  -10.1233  -10.1146   -9.5072   -9.5039   -5.1812   -5.0703   -4.7986   -4.6779   -3.9995   -3.7862   -3.6530   -3.4081   -2.7830   -2.5202   -2.1997   -2.1362   -0.2799   -0.1177    0.3734    0.5552    0.8275    1.1148    1.8523    1.9796    2.1378    2.5569    2.9307    2.9820    5.2027    5.2436
  0.3709  -25.0591  -25.0578  -25.0496  -25.0479  -22.1000  -22.0973  -22.0929  -22.0927  -22.0788  -22.0765  -13.5878  -13.5766  -11.9904  -11.9784  -10.0344  -10.0254   -9.3475   -9.3444   -5.0313   -4.9300   -4.7941   -4.7006   -3.8874   -3.7224   -3.5354   -3.3346   -2.6155   -2.3684   -2.1502   -2.0872   -0.1929   -0.0397    0.2940    0.4472    0.8029    1.0869    1.8190    1.9287    2.0828    2.4561    2.9039    2.9613    5.0459    5.0829
  0.4239  -25.0590  -25.0579  -25.0499  -25.0485  -22.0996  -22.0971  -22.0931  -22.0928  -22.0796  -22.0777  -13.6850  -13.6747  -12.1490  -12.1374   -9.9624   -9.9534   -9.1711   -9.1672   -4.8922   -4.8439   -4.7017   -4.6812   -3.8088   -3.6777   -3.3644   -3.1857   -2.4404   -2.2100   -2.1102   -2.0375   -0.1622   -0.0426    0.2829    0.3719    0.8074    1.0658    1.7359    1.8820    2.0575    2.3481    2.8946    2.9595    4.8992    4.9276
  0.4769  -25.0589  -25.0580  -25.0502  -25.0491  -22.0992  -22.0968  -22.0934  -22.0927  -22.0807  -22.0791  -13.7838  -13.7742  -12.2998  -12.2888   -9.9068   -9.8980   -8.9849   -8.9794   -4.8104   -4.7795   -4.5996   -4.5387   -3.7385   -3.6200   -3.1591   -2.9847   -2.2761   -2.0862   -2.0708   -1.9582   -0.2009   -0.1009    0.2944    0.3511    0.8411    1.0569    1.6330    1.8423    2.0389    2.2397    2.8873    2.9622    4.7570    4.7789
  0.5299  -25.0588  -25.0581  -25.0506  -25.0498  -22.0988  -22.0964  -22.0936  -22.0925  -22.0819  -22.0807  -13.8810  -13.8722  -12.4409  -12.4306   -9.8665   -9.8581   -8.7953   -8.7881   -4.7534   -4.7170   -4.4540   -4.3724   -3.6452   -3.5348   -2.9337   -2.7668   -2.1493   -2.0481   -1.9852   -1.8289   -0.2837   -0.1710    0.2861    0.3701    0.8815    1.0630    1.5344    1.7948    2.0232    2.1372    2.8708    2.9569    4.6175    4.6407
  0.5829  -25.0587  -25.0581  -25.0511  -25.0505  -22.0985  -22.0961  -22.0936  -22.0923  -22.0833  -22.0822  -13.9739  -13.9658  -12.5708  -12.5613   -9.8398   -9.8322   -8.6090   -8.6000   -4.6901   -4.6408   -4.2952   -4.2100   -3.5161   -3.4130   -2.7086   -2.5622   -2.0737   -2.0026   -1.8794   -1.7008   -0.3781   -0.2328    0.2864    0.3805    0.8955    1.0829    1.4429    1.7339    2.0123    2.0437    2.8431    2.9371    4.4869    4.5134
  0.6359  -25.0587  -25.0581  -25.0515  -25.0511  -22.0983  -22.0961  -22.0933  -22.0920  -22.0847  -22.0837  -14.0603  -14.0530  -12.6880  -12.6795   -9.8246   -9.8178   -8.4324   -8.4217   -4.6120   -4.5427   -4.1405   -4.0576   -3.3506   -3.2558   -2.5112   -2.4048   -2.0054   -1.9221   -1.7777   -1.6039   -0.4638   -0.2683    0.2995    0.3757    0.8777    1.0985    1.3513    1.6591    1.9574    2.0133    2.8073    2.9004    4.3702    4.3960
  0.6889  -25.0586  -25.0582  -25.0520  -25.0517  -22.0981  -22.0963  -22.0927  -22.0916  -22.0861  -22.0852  -14.1383  -14.1319  -12.7915  -12.7841   -9.8183   -9.8125   -8.2712   -8.2594   -4.5111   -4.4221   -3.9973   -3.9201   -3.1585   -3.0758   -2.3677   -2.3073   -1.9129   -1.8236   -1.6870   -1.5430   -0.5248   -0.2639    0.3039    0.3745    0.8523    1.0782    1.2586    1.5688    1.8954    2.0214    2.7634    2.8436    4.2657    4.2876
  0.7419  -25.0585  -25.0582  -25.0524  -25.0522  -22.0980  -22.0966  -22.0920  -22.0912  -22.0873  -22.0865  -14.2064  -14.2010  -12.8803  -12.8740   -9.8183   -9.8135   -8.1303   -8.1181   -4.3835   -4.2781   -3.8701   -3.8009   -2.9639   -2.9002   -2.2629   -2.2321   -1.8454   -1.7990   -1.5585   -1.4806   -0.5523   -0.2233    0.2555    0.4197    0.8391    1.0043    1.1793    1.4587    1.8749    2.0354    2.7054    2.7634    4.1717    4.1866
  0.7949  -25.0585  -25.0582  -25.0528  -25.0527  -22.0980  -22.0969  -22.0914  -22.0908  -22.0884  -22.0877  -14.2635  -14.2591  -12.9538  -12.9487   -9.8219   -9.8182   -8.0130   -8.0015   -4.2295   -4.1121   -3.7618   -3.7018   -2.8131   -2.7700   -2.1417   -2.1323   -1.8762   -1.8443   -1.4066   -1.3749   -0.5552   -0.1869    0.1970    0.4922    0.8351    0.8970    1.1227    1.3351    1.9003    2.0511    2.6290    2.6626    4.0855    4.0936
  0.8479  -25.0584  -25.0582  -25.0531  -25.0531  -22.0981  -22.0972  -22.0908  -22.0904  -22.0892  -22.0887  -14.3087  -14.3053  -13.0113  -13.0075   -9.8271   -9.8244   -7.9212   -7.9115   -4.0551   -3.9313   -3.6734   -3.6227   -2.7567   -2.7075   -2.0603   -2.0423   -1.8805   -1.8526   -1.2762   -1.2464   -0.5615   -0.2398    0.2054    0.5739    0.7771    0.8352    1.0925    1.2180    1.9593    2.0682    2.5387    2.5535    4.0068    4.0104
  0.9009  -25.0584  -25.0582  -25.0533  -25.0533  -22.0981  -22.0976  -22.0904  -22.0901  -22.0898  -22.0894  -14.3412  -14.3389  -13.0525  -13.0500   -9.8320   -9.8302   -7.8555   -7.8485   -3.8762   -3.7581   -3.6001   -3.5599   -2.7828   -2.7168   -2.1316   -2.1177   -1.6974   -1.6697   -1.1840   -1.1111   -0.6032   -0.3994    0.2844    0.6393    0.6869    0.8125    1.0860    1.1332    2.0340    2.0884    2.4469    2.4550    3.9411    3.9420
  0.9539  -25.0584  -25.0583  -25.0535  -25.0535  -22.0981  -22.0978  -22.0902  -22.0901  -22.0900  -22.0898  -14.3607  -14.3595  -13.0771  -13.0758   -9.8353   -9.8344   -7.8156   -7.8119   -3.7257   -3.6533   -3.5197   -3.5056   -2.8403   -2.7848   -2.2008   -2.1898   -1.5261   -1.4787   -1.0775   -0.9844   -0.6934   -0.6157    0.3842    0.5778    0.7096    0.7811    1.0900    1.0966    2.0995    2.1106    2.3714    2.3858    3.8958    3.8960
  1.0068  -25.0583  -25.0583  -25.0535  -25.0535  -22.0980  -22.0980  -22.0902  -22.0902  -22.0899  -22.0899  -14.3668  -14.3668  -13.0849  -13.0849   -9.8362   -9.8362   -7.8011   -7.8011   -3.6481   -3.6480   -3.4729   -3.4728   -2.8515   -2.8515   -2.2200   -2.2199   -1.4328   -1.4328   -0.9196   -0.9196   -0.7853   -0.7853    0.4841    0.4841    0.7465    0.7465    1.0917    1.0917    2.1242    2.1242    2.3502    2.3502    3.8795    3.8796
  1.0068  -25.0583  -25.0583  -25.0535  -25.0535  -22.0980  -22.0980  -22.0902  -22.0902  -22.0899  -22.0899  -14.3668  -14.3668  -13.0849  -13.0849   -9.8362   -9.8362   -7.8011   -7.8011   -3.6481   -3.6480   -3.4729   -3.4728   -2.8515   -2.8515   -2.2200   -2.2199   -1.4328   -1.4328   -0.9196   -0.9196   -0.7853   -0.7853    0.4841    0.4841    0.7465    0.7465    1.0917    1.0917    2.1242    2.1242    2.3502    2.3502    3.8795    3.8796
  1.0527  -25.0584  -25.0583  -25.0535  -25.0535  -22.0981  -22.0979  -22.0902  -22.0902  -22.0899  -22.0899  -14.3623  -14.3613  -13.0791  -13.0780   -9.8356   -9.8348   -7.8122   -7.8090   -3.7104   -3.6476   -3.5087   -3.4993   -2.8464   -2.7958   -2.2065   -2.1965   -1.5077   -1.4627   -1.0580   -0.9681   -0.7080   -0.6465    0.3979    0.5656    0.7150    0.7764    1.0918    1.0936    2.1068    2.1124    2.3648    2.3787    3.8918    3.8920
  1.0986  -25.0584  -25.0582  -25.0534  -25.0534  -22.0981  -22.0976  -22.0903  -22.0901  -22.0899  -22.0895  -14.3477  -14.3457  -13.0608  -13.0585   -9.8331   -9.8316   -7.8423   -7.8361   -3.8312   -3.7211   -3.5769   -3.5466   -2.7978   -2.7308   -2.1542   -2.1404   -1.6476   -1.6118   -1.1586   -1.0741   -0.6213   -0.4594    0.3140    0.6310    0.6852    0.8034    1.0977    1.1087    2.0606    2.0876    2.4251    2.4322    3.9268    3.9269
