#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -22.8042  -22.7902  -22.7876  -22.7762  -22.7606  -22.7560  -22.7552  -22.7519  -22.7509  -22.7505  -22.7485  -22.7472  -22.7462  -22.7405  -22.7356  -22.7356  -22.7343  -22.7331  -22.7306  -22.7299  -22.7283  -22.7280  -22.7247  -22.7223  -22.7204  -22.7182  -22.7168  -22.7163  -22.7145  -22.7144  -22.7128  -22.7127  -22.7116  -22.7106  -22.7101  -22.7090  -22.7079  -22.7079  -22.7070  -22.7050  -22.7022  -22.7015  -22.6997  -22.6969  -22.6954  -22.6928  -22.6886  -22.6884  -22.6875  -22.6861  -22.6856  -22.6851  -22.6830  -22.6827  -22.6825  -22.6782  -22.6745  -22.6681  -22.6596  -22.6582  -22.5996  -22.5978  -22.5968  -22.5667  -22.5641  -22.5588  -22.5404  -22.5324  -22.5301  -22.5119  -10.8242  -10.7499  -10.7497  -10.7393  -10.7391  -10.7290  -10.7260  -10.7168  -10.7151  -10.7110  -10.7016  -10.6880  -10.6067  -10.2459   -8.6387   -8.4770   -8.4722   -8.4556   -8.4395   -8.4328   -8.4081   -8.4017   -8.3800   -8.3671   -8.3596   -8.3415   -8.3059   -8.2404   -3.5520   -3.3719   -3.2822   -3.2736   -3.2683   -3.2496   -3.2493   -3.2353   -3.2131   -3.1852   -3.1648   -3.0048   -2.9771   -2.8278   -2.7869   -2.6586   -2.5806   -2.5356   -2.4327   -2.3546   -2.2957   -2.1186   -2.1170   -1.9459   -1.9001   -1.8483   -1.8304   -1.8128   -1.7790   -1.7609   -1.7389   -1.6937   -1.6833   -1.6738   -1.6397   -1.6171   -1.5773   -1.5445   -1.5087   -1.4868   -1.4698   -0.1981   -0.1488    1.2735    1.3111    1.3745    1.5146    1.5166    1.6340    1.6483    1.6545    1.6606    1.7144    1.7688    1.8498    1.8547    2.7903    2.9724    2.9881    3.1119    3.4054    3.7024    3.7977    4.0009    4.0797    4.6420    5.5138    5.5706    5.5741    5.9424    6.8729    7.6082    8.9685    9.2726   10.7676   11.7283   11.9256   12.3608
  0.0388  -22.8042  -22.7902  -22.7877  -22.7761  -22.7606  -22.7559  -22.7551  -22.7519  -22.7508  -22.7504  -22.7484  -22.7471  -22.7462  -22.7405  -22.7357  -22.7357  -22.7342  -22.7332  -22.7307  -22.7300  -22.7284  -22.7277  -22.7248  -22.7223  -22.7204  -22.7181  -22.7168  -22.7164  -22.7145  -22.7145  -22.7128  -22.7127  -22.7116  -22.7107  -22.7101  -22.7091  -22.7080  -22.7079  -22.7070  -22.7049  -22.7021  -22.7015  -22.6996  -22.6970  -22.6954  -22.6928  -22.6887  -22.6884  -22.6874  -22.6861  -22.6856  -22.6851  -22.6831  -22.6828  -22.6824  -22.6783  -22.6745  -22.6681  -22.6597  -22.6582  -22.5997  -22.5977  -22.5967  -22.5667  -22.5642  -22.5588  -22.5404  -22.5324  -22.5301  -22.5119  -10.8494  -10.8465  -10.8287  -10.8059  -10.7786  -10.7475  -10.7194  -10.6956  -10.6774  -10.6641  -10.6597  -10.6448  -10.5797  -10.2384   -8.6272   -8.4869   -8.4810   -8.4647   -8.4563   -8.4441   -8.4258   -8.4047   -8.4014   -8.3770   -8.3280   -8.2833   -8.2398   -8.1998   -3.5522   -3.3773   -3.2879   -3.2767   -3.2728   -3.2683   -3.2578   -3.2515   -3.2396   -3.1929   -3.1082   -3.0098   -2.9847   -2.8435   -2.7706   -2.6211   -2.5544   -2.5160   -2.4181   -2.3404   -2.2727   -2.1445   -2.0647   -1.9610   -1.8733   -1.8528   -1.8272   -1.8156   -1.8001   -1.7777   -1.7502   -1.6980   -1.6884   -1.6746   -1.6410   -1.6277   -1.5949   -1.5841   -1.4955   -1.4215   -1.3737   -0.2005   -0.1502    1.5215    1.6471    1.6970    1.8383    1.9062    1.9228    2.0031    2.0042    2.0546    2.1996    2.7231    3.0604    3.1285    3.1486    3.2148    3.4702    4.0173    4.2481    4.2832    4.4560    4.7279    4.7616    5.7052    5.8006    6.6292    7.0282    7.6154    7.6746    7.9343    7.9357    8.2097    9.1357    9.7896    9.9320   10.3471
  0.0776  -22.8043  -22.7901  -22.7879  -22.7760  -22.7606  -22.7558  -22.7550  -22.7517  -22.7507  -22.7502  -22.7483  -22.7470  -22.7462  -22.7403  -22.7359  -22.7359  -22.7342  -22.7333  -22.7309  -22.7302  -22.7286  -22.7273  -22.7250  -22.7226  -22.7202  -22.7180  -22.7168  -22.7165  -22.7147  -22.7143  -22.7127  -22.7126  -22.7116  -22.7108  -22.7100  -22.7093  -22.7082  -22.7080  -22.7069  -22.7049  -22.7021  -22.7015  -22.6996  -22.6973  -22.6954  -22.6928  -22.6889  -22.6884  -22.6873  -22.6862  -22.6858  -22.6852  -22.6832  -22.6829  -22.6824  -22.6784  -22.6747  -22.6683  -22.6599  -22.6583  -22.6000  -22.5976  -22.5965  -22.5665  -22.5646  -22.5588  -22.5402  -22.5326  -22.5302  -22.5120  -10.9547  -10.9310  -10.9127  -10.8897  -10.8527  -10.8057  -10.7566  -10.7072  -10.6629  -10.6239  -10.5936  -10.5774  -10.5249  -10.2193   -8.5936   -8.5223   -8.5156   -8.5015   -8.4778   -8.4508   -8.4359   -8.4229   -8.3753   -8.3135   -8.2496   -8.1947   -8.1501   -8.1220   -3.5519   -3.3966   -3.3474   -3.3115   -3.2855   -3.2761   -3.2706   -3.2561   -3.2355   -3.1737   -3.0854   -3.0324   -2.9936   -2.8734   -2.6949   -2.5442   -2.4801   -2.4677   -2.3793   -2.3069   -2.2069   -2.1498   -2.0051   -1.9789   -1.8833   -1.8576   -1.8384   -1.8184   -1.7875   -1.7781   -1.7679   -1.7438   -1.7281   -1.6995   -1.6609   -1.6211   -1.5996   -1.5099   -1.4047   -1.3227   -1.2720   -0.2072   -0.1544    1.1929    1.2449    1.4541    1.4793    1.5656    1.5790    1.7132    1.8343    2.3474    2.3486    2.3672    2.9255    2.9989    3.0040    3.0206    3.2822    3.3118    3.3155    3.4508    3.5088    3.5463    3.8864    4.2727    4.4343    5.2789    5.4219    6.1030    6.4566    7.3346    7.9022    7.9410    9.1184    9.1369    9.5717   10.4235
  0.1164  -22.8045  -22.7899  -22.7883  -22.7757  -22.7606  -22.7556  -22.7547  -22.7515  -22.7506  -22.7499  -22.7480  -22.7468  -22.7462  -22.7401  -22.7363  -22.7362  -22.7342  -22.7333  -22.7312  -22.7305  -22.7287  -22.7267  -22.7255  -22.7229  -22.7200  -22.7178  -22.7170  -22.7165  -22.7151  -22.7141  -22.7126  -22.7124  -22.7116  -22.7109  -22.7100  -22.7097  -22.7085  -22.7081  -22.7069  -22.7048  -22.7019  -22.7016  -22.6995  -22.6977  -22.6953  -22.6927  -22.6893  -22.6883  -22.6871  -22.6863  -22.6860  -22.6854  -22.6833  -22.6831  -22.6823  -22.6785  -22.6749  -22.6685  -22.6603  -22.6584  -22.6005  -22.5973  -22.5961  -22.5662  -22.5651  -22.5589  -22.5400  -22.5328  -22.5302  -22.5122  -11.0635  -11.0362  -11.0091  -10.9768  -10.9333  -10.8751  -10.8098  -10.7396  -10.6716  -10.6073  -10.5532  -10.5180  -10.4705  -10.1968   -8.5747   -8.5547   -8.5411   -8.5214   -8.4902   -8.4586   -8.4263   -8.3770   -8.3111   -8.2372   -8.1644   -8.1032   -8.0570   -8.0358   -3.5493   -3.4410   -3.3963   -3.3404   -3.2931   -3.2759   -3.2724   -3.2544   -3.2250   -3.1584   -3.0952   -3.0627   -2.9928   -2.8914   -2.5662   -2.4604   -2.4110   -2.3821   -2.3214   -2.2766   -2.1627   -2.0922   -2.0452   -1.9504   -1.8929   -1.8755   -1.8457   -1.8399   -1.8187   -1.8094   -1.7813   -1.7265   -1.7037   -1.6972   -1.6121   -1.5684   -1.5488   -1.4333   -1.3161   -1.2289   -1.1769   -0.2164   -0.1604    1.1291    1.1486    1.2865    1.3209    1.3771    1.4761    1.5306    1.5528    1.6661    1.6881    1.7094    1.8171    2.5877    2.9188    2.9449    2.9512    3.0118    3.0589    3.0614    3.2137    3.5545    4.2762    4.3012    4.9460    5.7985    6.4100    6.4449    6.8690    6.9715    6.9767    8.4057    9.0031    9.2116    9.9060   10.7991
  0.1553  -22.8048  -22.7897  -22.7888  -22.7753  -22.7606  -22.7554  -22.7544  -22.7512  -22.7504  -22.7495  -22.7477  -22.7466  -22.7462  -22.7398  -22.7368  -22.7365  -22.7345  -22.7331  -22.7315  -22.7310  -22.7287  -22.7261  -22.7261  -22.7234  -22.7197  -22.7175  -22.7175  -22.7163  -22.7155  -22.7138  -22.7124  -22.7121  -22.7115  -22.7109  -22.7102  -22.7099  -22.7089  -22.7082  -22.7068  -22.7046  -22.7017  -22.7017  -22.6995  -22.6982  -22.6952  -22.6927  -22.6898  -22.6882  -22.6868  -22.6866  -22.6863  -22.6857  -22.6835  -22.6833  -22.6822  -22.6787  -22.6752  -22.6688  -22.6607  -22.6585  -22.6011  -22.5969  -22.5956  -22.5659  -22.5659  -22.5590  -22.5397  -22.5331  -22.5303  -22.5124  -11.1730  -11.1436  -11.1120  -11.0715  -11.0203  -10.9529  -10.8746  -10.7874  -10.6989  -10.6114  -10.5340  -10.4774  -10.4271  -10.1793   -8.6148   -8.5804   -8.5381   -8.4910   -8.4712   -8.4382   -8.3839   -8.3158   -8.2377   -8.1553   -8.0767   -8.0120   -7.9647   -7.9489   -3.5435   -3.4892   -3.4239   -3.3541   -3.2945   -3.2707   -3.2652   -3.2442   -3.2063   -3.1481   -3.1168   -3.0739   -2.9762   -2.8883   -2.4091   -2.3847   -2.3712   -2.3488   -2.2837   -2.2128   -2.1545   -2.0734   -1.9936   -1.9686   -1.9248   -1.9061   -1.8833   -1.8634   -1.8167   -1.7684   -1.7338   -1.6857   -1.6371   -1.6116   -1.5314   -1.5208   -1.4699   -1.3623   -1.2339   -1.1432   -1.0912   -0.2247   -0.1663    1.0578    1.0754    1.2178    1.2639    1.3161    1.4193    1.4410    1.4873    1.6065    1.6231    1.6505    1.7495    1.9788    2.1059    2.3556    2.7370    3.1243    3.3818    3.4470    8.1351    8.3681    8.3782    8.4056    8.4750    9.0279    9.3902   10.1737   11.6102   12.8135   13.1082   13.2756   13.6486   14.0878   14.2928   18.7332
  0.1941  -22.8051  -22.7894  -22.7894  -22.7749  -22.7606  -22.7550  -22.7541  -22.7508  -22.7501  -22.7490  -22.7474  -22.7464  -22.7462  -22.7394  -22.7374  -22.7370  -22.7350  -22.7328  -22.7319  -22.7315  -22.7286  -22.7268  -22.7255  -22.7240  -22.7193  -22.7181  -22.7171  -22.7161  -22.7161  -22.7134  -22.7124  -22.7118  -22.7115  -22.7110  -22.7108  -22.7099  -22.7095  -22.7082  -22.7068  -22.7044  -22.7018  -22.7015  -22.6994  -22.6989  -22.6950  -22.6927  -22.6904  -22.6880  -22.6870  -22.6866  -22.6865  -22.6860  -22.6836  -22.6836  -22.6821  -22.6789  -22.6756  -22.6691  -22.6612  -22.6586  -22.6018  -22.5966  -22.5950  -22.5668  -22.5654  -22.5591  -22.5393  -22.5335  -22.5304  -22.5127  -11.2814  -11.2505  -11.2159  -11.1695  -11.1114  -11.0362  -10.9475  -10.8463  -10.7407  -10.6332  -10.5342  -10.4568  -10.3992  -10.1724   -8.6386   -8.5923   -8.5360   -8.4732   -8.4117   -8.3788   -8.3256   -8.2460   -8.1595   -8.0716   -7.9898   -7.9238   -7.8769   -7.8650   -3.5436   -3.5102   -3.4359   -3.3526   -3.2849   -3.2559   -3.2469   -3.2211   -3.1787   -3.1504   -3.1245   -3.0488   -2.9391   -2.8606   -2.4024   -2.3793   -2.3357   -2.3111   -2.2264   -2.2134   -2.1035   -2.0292   -2.0112   -1.9782   -1.9202   -1.9142   -1.8544   -1.7971   -1.7609   -1.7358   -1.6585   -1.5995   -1.5515   -1.5367   -1.4681   -1.4229   -1.3714   -1.2962   -1.1602   -1.0679   -1.0170   -0.2277   -0.1691    0.9860    1.0219    1.1437    1.2330    1.2679    1.3710    1.3788    1.4562    1.5593    1.5877    1.6013    1.6967    1.9852    2.0295    4.1447    5.4099    6.8410    7.0940    8.6923    8.9507    9.2938    9.3380   10.2438   10.6598   11.2732   11.5396   11.6970   12.3744   13.1283   13.3517   14.3839   18.6371   18.9680   19.1761   19.6126
  0.2329  -22.8055  -22.7901  -22.7891  -22.7744  -22.7607  -22.7547  -22.7537  -22.7504  -22.7498  -22.7485  -22.7471  -22.7462  -22.7461  -22.7390  -22.7382  -22.7375  -22.7356  -22.7324  -22.7323  -22.7322  -22.7283  -22.7277  -22.7252  -22.7244  -22.7189  -22.7188  -22.7168  -22.7167  -22.7159  -22.7130  -22.7124  -22.7117  -22.7116  -22.7113  -22.7107  -22.7101  -22.7098  -22.7083  -22.7067  -22.7041  -22.7019  -22.7012  -22.6997  -22.6994  -22.6947  -22.6927  -22.6910  -22.6879  -22.6875  -22.6869  -22.6863  -22.6862  -22.6839  -22.6837  -22.6820  -22.6792  -22.6760  -22.6695  -22.6618  -22.6588  -22.6027  -22.5961  -22.5943  -22.5680  -22.5649  -22.5592  -22.5389  -22.5339  -22.5305  -22.5130  -11.3869  -11.3551  -11.3183  -11.2676  -11.2039  -11.1222  -11.0250  -10.9126  -10.7931  -10.6687  -10.5511  -10.4548  -10.3879  -10.1787   -8.6462   -8.5890   -8.5191   -8.4400   -8.3580   -8.2930   -8.2577   -8.1723   -8.0800   -7.9891   -7.9062   -7.8410   -7.7966   -7.7857   -3.5521   -3.4986   -3.4251   -3.3356   -3.2614   -3.2279   -3.2149   -3.1823   -3.1545   -3.1480   -3.0939   -2.9923   -2.8783   -2.8062   -2.4706   -2.4432   -2.3833   -2.3087   -2.2614   -2.1683   -2.0545   -2.0220   -2.0049   -1.8957   -1.8645   -1.8482   -1.7771   -1.7416   -1.6874   -1.6475   -1.5722   -1.5065   -1.4865   -1.4498   -1.3790   -1.3112   -1.2698   -1.2272   -1.0959   -1.0045   -0.9560   -0.2189   -0.1644    0.9372    0.9672    1.1086    1.2030    1.2244    1.3435    1.3524    1.4240    1.5238    1.5546    1.5808    1.6628    1.9876    3.4675    3.5669    5.1168    7.2986    8.6398    9.0333    9.1425    9.8860   10.4910   10.5867   10.9073   11.1777   11.2297   11.2839   11.8128   12.1273   12.4908   13.1806   13.7475   13.7900   14.3734   16.6897
  0.2717  -22.8059  -22.7910  -22.7887  -22.7738  -22.7607  -22.7542  -22.7533  -22.7501  -22.7494  -22.7479  -22.7470  -22.7462  -22.7459  -22.7391  -22.7387  -22.7380  -22.7361  -22.7330  -22.7326  -22.7319  -22.7287  -22.7280  -22.7258  -22.7241  -22.7196  -22.7184  -22.7176  -22.7162  -22.7158  -22.7126  -22.7125  -22.7123  -22.7116  -22.7109  -22.7106  -22.7106  -22.7098  -22.7083  -22.7067  -22.7038  -22.7020  -22.7008  -22.7006  -22.6993  -22.6944  -22.6927  -22.6917  -22.6881  -22.6877  -22.6873  -22.6867  -22.6858  -22.6842  -22.6837  -22.6819  -22.6795  -22.6765  -22.6700  -22.6624  -22.6591  -22.6037  -22.5956  -22.5935  -22.5692  -22.5643  -22.5593  -22.5384  -22.5344  -22.5306  -22.5133  -11.4883  -11.4559  -11.4175  -11.3635  -11.2953  -11.2082  -11.1042  -10.9829  -10.8522  -10.7142  -10.5811  -10.4687  -10.3922  -10.1980   -8.6396   -8.5725   -8.4897   -8.3958   -8.2985   -8.2057   -8.1828   -8.0980   -8.0022   -7.9103   -7.8283   -7.7656   -7.7259   -7.7123   -3.5467   -3.4756   -3.3905   -3.3018   -3.2238   -3.1846   -3.1672   -3.1351   -3.1328   -3.1077   -3.0258   -2.9097   -2.7930   -2.7244   -2.5466   -2.5233   -2.4415   -2.3676   -2.3074   -2.2402   -2.0888   -1.9767   -1.8433   -1.8411   -1.8164   -1.7270   -1.6923   -1.6532   -1.5972   -1.5445   -1.4854   -1.4460   -1.3865   -1.3550   -1.2827   -1.2103   -1.1763   -1.1412   -1.0413   -0.9540   -0.9090   -0.1913   -0.1460    0.9149    0.9241    1.1079    1.1590    1.2225    1.3432    1.3508    1.3989    1.5031    1.5442    1.5813    1.6518    2.0369    2.0437    2.8710    2.9537    2.9813    3.1684    3.2675    3.4411    3.4633    3.6312    3.7353    3.7558    3.8403    3.8695    4.0958    4.2057    4.2667    5.1123    6.3180    6.5746    7.2178    7.7491    8.1078
  0.3105  -22.8064  -22.7918  -22.7884  -22.7732  -22.7607  -22.7538  -22.7529  -22.7498  -22.7491  -22.7474  -22.7470  -22.7461  -22.7457  -22.7400  -22.7391  -22.7379  -22.7367  -22.7336  -22.7330  -22.7315  -22.7296  -22.7277  -22.7265  -22.7237  -22.7203  -22.7184  -22.7178  -22.7158  -22.7156  -22.7135  -22.7123  -22.7121  -22.7117  -22.7111  -22.7105  -22.7103  -22.7096  -22.7082  -22.7066  -22.7034  -22.7021  -22.7015  -22.7005  -22.6993  -22.6941  -22.6927  -22.6925  -22.6887  -22.6877  -22.6876  -22.6870  -22.6855  -22.6846  -22.6836  -22.6818  -22.6797  -22.6770  -22.6704  -22.6630  -22.6593  -22.6047  -22.5951  -22.5926  -22.5706  -22.5637  -22.5595  -22.5379  -22.5349  -22.5307  -22.5136  -11.5845  -11.5517  -11.5121  -11.4556  -11.3839  -11.2924  -11.1829  -11.0544  -10.9148  -10.7658  -10.6202  -10.4948  -10.4096  -10.2280   -8.6221   -8.5465   -8.4520   -8.3454   -8.2362   -8.1290   -8.0998   -8.0253   -7.9281   -7.8371   -7.7576   -7.6991   -7.6645   -7.6467   -3.5236   -3.4421   -3.3385   -3.2500   -3.1736   -3.1261   -3.1050   -3.0831   -3.0824   -3.0297   -2.9312   -2.8035   -2.6905   -2.6326   -2.6045   -2.5942   -2.4988   -2.4349   -2.3602   -2.3074   -2.1424   -1.9283   -1.8378   -1.7786   -1.6467   -1.6399   -1.5922   -1.5249   -1.5065   -1.4836   -1.3987   -1.3177   -1.3062   -1.2763   -1.1929   -1.1256   -1.0829   -1.0535   -0.9957   -0.9163   -0.8755   -0.1378   -0.1072    0.9056    0.9218    1.1301    1.1355    1.2514    1.3645    1.3730    1.3860    1.5053    1.5574    1.6034    1.6664    1.9330    2.0164    2.6911    2.7343    2.9034    3.1257    3.3197    3.3385    3.3412    3.3767    3.3956    3.5916    3.6045    3.7902    3.9223    4.0684    4.0887    4.1594    4.4990    4.5875    6.2353    7.8914    9.6552
  0.3493  -22.8069  -22.7928  -22.7879  -22.7726  -22.7607  -22.7533  -22.7527  -22.7497  -22.7487  -22.7471  -22.7471  -22.7457  -22.7455  -22.7408  -22.7399  -22.7378  -22.7370  -22.7342  -22.7332  -22.7312  -22.7305  -22.7275  -22.7271  -22.7235  -22.7210  -22.7192  -22.7172  -22.7158  -22.7151  -22.7144  -22.7122  -22.7119  -22.7114  -22.7114  -22.7104  -22.7098  -22.7093  -22.7081  -22.7065  -22.7030  -22.7025  -22.7021  -22.7002  -22.6991  -22.6937  -22.6932  -22.6926  -22.6893  -22.6881  -22.6875  -22.6874  -22.6851  -22.6849  -22.6834  -22.6817  -22.6800  -22.6775  -22.6709  -22.6636  -22.6595  -22.6058  -22.5946  -22.5917  -22.5720  -22.5630  -22.5596  -22.5374  -22.5354  -22.5309  -22.5139  -11.6746  -11.6416  -11.6011  -11.5426  -11.4681  -11.3730  -11.2590  -11.1248  -10.9782  -10.8206  -10.6651  -10.5291  -10.4365  -10.2656   -8.5977   -8.5147   -8.4101   -8.2929   -8.1748   -8.0626   -8.0174   -7.9545   -7.8589   -7.7708   -7.6953   -7.6426   -7.6116   -7.5903   -3.4851   -3.3981   -3.2785   -3.1793   -3.1121   -3.0553   -3.0294   -3.0090   -3.0010   -2.9267   -2.8172   -2.7063   -2.6924   -2.6513   -2.5724   -2.5137   -2.5068   -2.4634   -2.3984   -2.3619   -2.1902   -1.9011   -1.8429   -1.7236   -1.5672   -1.5498   -1.4796   -1.4439   -1.4186   -1.3296   -1.3147   -1.2488   -1.2117   -1.1823   -1.1148   -1.0501   -1.0029   -0.9816   -0.9558   -0.8900   -0.8538   -0.0550   -0.0433    0.9216    0.9556    1.1310    1.1881    1.3071    1.3778    1.4160    1.4178    1.5327    1.5920    1.6465    1.7063    1.8883    2.0129    2.1717    2.8323    2.9464    3.1520    3.1534    3.2543    3.3527    3.7715    3.9563    4.0485    4.1798    4.2656    4.6146    4.6974    5.1975    6.0753    6.4419    9.1951    9.6462    9.8255   10.3714
