#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2059  -24.1728  -24.1693  -21.2680  -21.2497  -21.2449  -21.2311  -21.1988  -21.1979  -10.1256  -10.1162   -9.9859   -9.9141   -4.0997   -3.5113   -2.6842   -1.9631   -1.9523   -1.9081    1.3309    1.7062    2.8123    3.4141    3.7564    3.7625    6.6605    6.7537    7.0470    7.2029    7.2324    7.4207    7.7215    7.7686
  0.0212  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2059  -24.1728  -24.1693  -21.2680  -21.2498  -21.2448  -21.2311  -21.1988  -21.1979  -10.1497  -10.1393   -9.9588   -9.8947   -4.0967   -3.5083   -2.6879   -1.9895   -1.9496   -1.8802    1.3344    1.7098    2.8092    3.4098    3.7391    3.7760    6.6589    6.7519    7.0328    7.1844    7.2312    7.3937    7.6783    7.7687
  0.0425  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2060  -24.1728  -24.1693  -21.2680  -21.2501  -21.2445  -21.2310  -21.1988  -21.1979  -10.2054  -10.1883   -9.9031   -9.8479   -4.0879   -3.4990   -2.6994   -2.0359   -1.9374   -1.8333    1.3449    1.7206    2.7996    3.3954    3.7171    3.7895    6.6501    6.7477    7.0008    7.1456    7.2158    7.3144    7.6641    7.7932
  0.0637  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2061  -24.1728  -24.1693  -21.2681  -21.2506  -21.2441  -21.2310  -21.1988  -21.1979  -10.2714  -10.2497   -9.8384   -9.7885   -4.0733   -3.4833   -2.7184   -2.0866   -1.9166   -1.7818    1.3620    1.7382    2.7833    3.3695    3.6956    3.8014    6.6257    6.7395    6.9652    7.0985    7.1871    7.2207    7.6429    7.7869
  0.0849  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2062  -24.1727  -24.1693  -21.2682  -21.2512  -21.2436  -21.2309  -21.1989  -21.1979  -10.3421  -10.3176   -9.7698   -9.7229   -4.0528   -3.4614   -2.7439   -2.1393   -1.8879   -1.7276    1.3853    1.7621    2.7602    3.3320    3.6762    3.8124    6.5784    6.7207    6.9347    7.0418    7.1326    7.1700    7.5897    7.7417
  0.1061  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2063  -24.1727  -24.1693  -21.2684  -21.2518  -21.2430  -21.2308  -21.1989  -21.1979  -10.4156  -10.3894   -9.6987   -9.6539   -4.0268   -3.4331   -2.7746   -2.1932   -1.8524   -1.6714    1.4144    1.7919    2.7306    3.2842    3.6591    3.8227    6.5084    6.6796    6.9097    6.9742    7.0917    7.1506    7.5114    7.6626
  0.1274  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2064  -24.1727  -24.1693  -21.2685  -21.2525  -21.2424  -21.2307  -21.1989  -21.1980  -10.4913  -10.4640   -9.6257   -9.5825   -3.9954   -3.3986   -2.8090   -2.2474   -1.8111   -1.6136    1.4486    1.8270    2.6948    3.2281    3.6437    3.8322    6.4221    6.6089    6.8845    6.9128    7.0766    7.1420    7.4245    7.5647
  0.1486  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2066  -24.1726  -24.1693  -21.2687  -21.2531  -21.2418  -21.2307  -21.1990  -21.1980  -10.5686  -10.5407   -9.5513   -9.5094   -3.9590   -3.3579   -2.8455   -2.3013   -1.7653   -1.5545    1.4872    1.8668    2.6538    3.1662    3.6293    3.8405    6.3259    6.5146    6.8502    6.8657    7.0746    7.1330    7.3469    7.4567
  0.1698  -35.6725  -35.6724  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9217  -34.9217  -24.2145  -24.2068  -24.1726  -24.1694  -21.2689  -21.2538  -21.2413  -21.2306  -21.1991  -21.1981  -10.6471  -10.6188   -9.4758   -9.4350   -3.9178   -3.3114   -2.8827   -2.3543   -1.7157   -1.4946    1.5296    1.9106    2.6084    3.1006    3.6151    3.8471    6.2246    6.4076    6.8043    6.8267    7.0732    7.0992    7.3015    7.3441
  0.1910  -35.6726  -35.6725  -35.6516  -35.6516  -34.9494  -34.9493  -34.9330  -34.9329  -34.9218  -34.9217  -24.2145  -24.2071  -24.1725  -24.1694  -21.2691  -21.2545  -21.2407  -21.2305  -21.1992  -21.1982  -10.7266  -10.6981   -9.3995   -9.3597   -3.8725   -3.2591   -2.9191   -2.4056   -1.6634   -1.4340    1.5749    1.9574    2.5599    3.0331    3.6007    3.8516    6.1213    6.2954    6.7535    6.7819    7.0320    7.0571    7.2323    7.2657
