#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -24.6271  -24.6271  -24.6230  -24.6230  -24.5949  -24.5949  -24.5948  -24.5948  -21.6776  -21.6776  -21.6714  -21.6714  -21.6498  -21.6498  -21.6462  -21.6462  -21.6302  -21.6302  -21.6248  -21.6248  -12.3360  -12.3360  -10.9109  -10.9109   -8.7818   -8.7818   -7.7096   -7.7096   -3.6827   -3.6827   -2.5227   -2.5227   -1.8672   -1.8672   -1.7284   -1.7284   -0.6685   -0.6685   -0.1964   -0.1964    0.1979    0.1979    0.8236    0.8236    1.6255    1.6255    1.7556    1.7556    2.5168    2.5168    2.7775    2.7775    3.4025    3.4026    3.6358    3.6358    4.3811    4.3811    4.7004    4.7006    5.6250    5.6250    5.6590    5.6591    5.8740    5.8741    5.9031    5.9032    6.1991    6.1992    6.5048    6.5049    6.7957    6.7958    7.3031    7.3031    7.3996    7.3996    7.4482    7.4483    7.5842    7.5843    7.9652    7.9654    8.0380    8.0381    8.2363    8.2364    8.3277    8.3278    8.9592    8.9592    8.9994    8.9994    9.0851    9.0851    9.1897    9.1897    9.2026    9.2027    9.3656    9.3656   10.2114   10.2114   10.4529   10.4530   10.7045   10.7045   11.2177   11.2241
  0.0224  -24.6270  -24.6270  -24.6230  -24.6230  -24.5949  -24.5948  -24.5948  -24.5947  -21.6776  -21.6776  -21.6715  -21.6713  -21.6499  -21.6498  -21.6462  -21.6462  -21.6303  -21.6302  -21.6248  -21.6248  -12.3347  -12.3342  -10.9160  -10.9151   -8.7784   -8.7752   -7.7114   -7.7083   -3.7043   -3.6616   -2.5413   -2.4981   -1.8818   -1.8602   -1.7269   -1.7243   -0.7116   -0.6423   -0.2356   -0.2234    0.1960    0.2748    0.8013    0.8389    1.6205    1.6339    1.7354    1.7838    2.5136    2.5141    2.7743    2.7814    3.4036    3.4067    3.6380    3.6384    4.3835    4.3838    4.7002    4.7087    5.5811    5.6096    5.6612    5.6626    5.8814    5.8827    5.8892    5.9229    6.1990    6.2111    6.4955    6.5107    6.8199    6.8301    7.2085    7.2752    7.3560    7.3828    7.5138    7.5503    7.5695    7.5754    7.9225    7.9407    8.0228    8.0260    8.2191    8.2260    8.3861    8.3903    8.9336    8.9379    9.0009    9.0083    9.1047    9.1232    9.1935    9.1976    9.2198    9.2350    9.3654    9.3677   10.1309   10.2047   10.3874   10.4640   10.6920   10.7253   11.1936   11.2170
  0.0447  -24.6270  -24.6270  -24.6231  -24.6231  -24.5949  -24.5949  -24.5948  -24.5947  -21.6776  -21.6775  -21.6716  -21.6713  -21.6499  -21.6498  -21.6462  -21.6462  -21.6303  -21.6301  -21.6249  -21.6247  -12.3303  -12.3293  -10.9302  -10.9285   -8.7653   -8.7589   -7.7139   -7.7076   -3.7258   -3.6413   -2.5533   -2.4680   -1.9048   -1.8600   -1.7196   -1.7148   -0.7690   -0.6354   -0.3305   -0.2785    0.2612    0.3861    0.7732    0.8466    1.6177    1.6473    1.7241    1.8191    2.5044    2.5071    2.7717    2.7861    3.4102    3.4156    3.6449    3.6457    4.3910    4.3915    4.7079    4.7241    5.5029    5.5412    5.6689    5.6716    5.8808    5.9050    5.9070    5.9160    6.2178    6.2206    6.5095    6.5241    6.8908    6.9031    7.0856    7.1485    7.3530    7.3682    7.5358    7.5461    7.6227    7.6591    7.8375    7.8597    7.9877    7.9883    8.2266    8.2332    8.4985    8.4997    8.8962    8.8964    9.0252    9.0315    9.1499    9.1644    9.2089    9.2167    9.2851    9.3190    9.3670    9.3717   10.0115   10.0946   10.3134   10.3859   10.6732   10.7505   11.1288   11.1656
  0.0671  -24.6270  -24.6270  -24.6231  -24.6231  -24.5950  -24.5949  -24.5948  -24.5947  -21.6775  -21.6774  -21.6717  -21.6712  -21.6500  -21.6497  -21.6462  -21.6462  -21.6303  -21.6300  -21.6250  -21.6248  -12.3227  -12.3213  -10.9531  -10.9506   -8.7430   -8.7334   -7.7169   -7.7076   -3.7465   -3.6221   -2.5583   -2.4334   -1.9377   -1.8664   -1.7066   -1.7000   -0.8367   -0.6555   -0.4366   -0.3382    0.3566    0.5036    0.7406    0.8461    1.6158    1.6670    1.7220    1.8604    2.4906    2.4984    2.7696    2.7914    3.4224    3.4289    3.6563    3.6574    4.4030    4.4040    4.7228    4.7454    5.4096    5.4474    5.6814    5.6850    5.8532    5.8740    5.9450    5.9465    6.2253    6.2413    6.5652    6.5712    6.9584    6.9828    6.9910    7.0156    7.3455    7.3538    7.4925    7.5063    7.7230    7.7359    7.7366    7.7575    7.9374    7.9583    8.2455    8.2691    8.6227    8.6227    8.8616    8.8685    9.0665    9.0721    9.1937    9.2068    9.2346    9.2451    9.3700    9.3776    9.3858    9.4310    9.8800    9.9439   10.2044   10.2581   10.6459   10.7414   11.0344   11.0508
  0.0894  -24.6269  -24.6269  -24.6231  -24.6231  -24.5950  -24.5949  -24.5947  -24.5946  -21.6775  -21.6772  -21.6718  -21.6712  -21.6500  -21.6497  -21.6463  -21.6463  -21.6303  -21.6299  -21.6251  -21.6248  -12.3120  -12.3101  -10.9838  -10.9806   -8.7124   -8.6995   -7.7207   -7.7082   -3.7655   -3.6039   -2.5562   -2.3949   -1.9819   -1.8795   -1.6879   -1.6800   -0.9092   -0.7205   -0.5159   -0.3960    0.4619    0.6137    0.7046    0.8379    1.6136    1.6950    1.7288    1.9065    2.4744    2.4914    2.7679    2.7976    3.4400    3.4462    3.6721    3.6733    4.4185    4.4204    4.7435    4.7708    5.3104    5.3442    5.6978    5.7020    5.8002    5.8086    6.0001    6.0003    6.2334    6.2576    6.6543    6.6548    6.8342    6.8849    7.0737    7.0752    7.3344    7.3379    7.4492    7.4668    7.6390    7.6571    7.7351    7.7654    7.9239    7.9853    8.2684    8.3096    8.7471    8.7483    8.8380    8.8510    9.1226    9.1273    9.2421    9.2580    9.2671    9.2765    9.3740    9.3861    9.5011    9.5503    9.7562    9.7940   10.0659   10.1098   10.6050   10.6954   10.8989   10.9026
  0.1118  -24.6269  -24.6269  -24.6232  -24.6232  -24.5951  -24.5950  -24.5947  -24.5946  -21.6774  -21.6771  -21.6719  -21.6711  -21.6500  -21.6497  -21.6464  -21.6464  -21.6303  -21.6298  -21.6252  -21.6249  -12.2982  -12.2958  -11.0215  -11.0175   -8.6745   -8.6584   -7.7252   -7.7097   -3.7822   -3.5864   -2.5471   -2.3533   -2.0383   -1.8999   -1.6634   -1.6551   -0.9810   -0.8287   -0.5607   -0.4512    0.5669    0.6665    0.7083    0.8229    1.6110    1.7337    1.7438    1.9567    2.4589    2.4894    2.7666    2.8047    3.4627    3.4672    3.6919    3.6932    4.4363    4.4396    4.7686    4.7988    5.2102    5.2383    5.7174    5.7219    5.7297    5.7312    6.0643    6.0669    6.2477    6.2687    6.7194    6.7603    6.7618    6.7621    7.1281    7.1463    7.3208    7.3218    7.4057    7.4231    7.5795    7.5874    7.6730    7.7099    7.9929    8.0585    8.2843    8.3451    8.8237    8.8415    8.8609    8.8659    9.1916    9.1947    9.2951    9.2968    9.2987    9.3183    9.3805    9.4003    9.6170    9.6612    9.6627    9.6758    9.9146    9.9573   10.5521   10.6291   10.7775   10.7843
  0.1341  -24.6268  -24.6268  -24.6233  -24.6233  -24.5951  -24.5950  -24.5946  -24.5946  -21.6772  -21.6769  -21.6720  -21.6711  -21.6500  -21.6496  -21.6465  -21.6465  -21.6303  -21.6296  -21.6254  -21.6249  -12.2813  -12.2785  -11.0652  -11.0605   -8.6306   -8.6113   -7.7306   -7.7120   -3.7958   -3.5691   -2.5315   -2.3094   -2.1076   -1.9283   -1.6333   -1.6255   -1.0482   -0.9535   -0.5917   -0.5042    0.6271    0.6646    0.7812    0.8022    1.6091    1.7656    1.7853    2.0101    2.4467    2.4950    2.7655    2.8125    3.4901    3.4919    3.7154    3.7169    4.4543    4.4602    4.7966    4.8280    5.1121    5.1332    5.6491    5.6508    5.7397    5.7442    6.1311    6.1344    6.2661    6.2781    6.6248    6.6550    6.8707    6.8751    7.1426    7.1823    7.3029    7.3093    7.3354    7.3470    7.5933    7.5970    7.6053    7.6251    8.0813    8.1400    8.2855    8.3683    8.8158    8.8377    8.9458    8.9523    9.2715    9.2717    9.2886    9.3148    9.3551    9.3840    9.3980    9.4197    9.6172    9.6251    9.7219    9.7546    9.7668    9.8156   10.4934   10.5555   10.6772   10.6945
  0.1565  -24.6267  -24.6267  -24.6234  -24.6233  -24.5951  -24.5950  -24.5946  -24.5945  -21.6771  -21.6767  -21.6721  -21.6711  -21.6500  -21.6496  -21.6467  -21.6466  -21.6302  -21.6295  -21.6255  -21.6250  -12.2614  -12.2582  -11.1137  -11.1084   -8.5818   -8.5593   -7.7371   -7.7155   -3.8055   -3.5512   -2.5097   -2.2637   -2.1891   -1.9661   -1.5980   -1.5916   -1.1088   -1.0791   -0.6200   -0.5556    0.5875    0.7486    0.7775    0.8284    1.6108    1.7929    1.8512    2.0661    2.4399    2.5098    2.7646    2.8213    3.5200    3.5217    3.7426    3.7442    4.4697    4.4801    4.8263    4.8572    5.0186    5.0309    5.5674    5.5702    5.7640    5.7684    6.1793    6.1823    6.2856    6.2862    6.5736    6.5825    6.9617    6.9690    7.1400    7.2080    7.2424    7.2636    7.2837    7.2980    7.5141    7.5375    7.6749    7.6859    8.1681    8.2184    8.2695    8.3725    8.8119    8.8376    8.9680    8.9835    9.2857    9.2933    9.3528    9.3595    9.4129    9.4376    9.4467    9.4500    9.6238    9.6251    9.6687    9.7105    9.8065    9.8159   10.4358   10.4830   10.6125   10.6572
  0.1789  -24.6266  -24.6266  -24.6235  -24.6234  -24.5952  -24.5951  -24.5946  -24.5945  -21.6769  -21.6764  -21.6722  -21.6712  -21.6500  -21.6495  -21.6468  -21.6468  -21.6301  -21.6293  -21.6257  -21.6251  -12.2385  -12.2348  -11.1662  -11.1603   -8.5295   -8.5037   -7.7448   -7.7202   -3.8106   -3.5318   -2.4825   -2.2815   -2.2168   -2.0146   -1.5578   -1.5537   -1.1987   -1.1624   -0.6488   -0.6053    0.5486    0.7501    0.8130    0.8495    1.6206    1.8242    1.9303    2.1239    2.4395    2.5337    2.7636    2.8309    3.5514    3.5570    3.7732    3.7752    4.4786    4.4963    4.8569    4.8857    4.9323    4.9333    5.4899    5.4925    5.7890    5.7934    6.1740    6.1892    6.2917    6.3029    6.5714    6.5917    6.9998    7.0032    7.1063    7.1326    7.2614    7.2654    7.2855    7.2880    7.4467    7.4571    7.7739    7.7746    8.2460    8.2497    8.2910    8.3551    8.8101    8.8392    8.9275    8.9853    9.2164    9.2446    9.4155    9.4471    9.4793    9.4845    9.4962    9.5388    9.5772    9.6248    9.7043    9.7246    9.8542    9.8691   10.3852   10.4171   10.6001   10.6313
  0.2012  -24.6265  -24.6265  -24.6236  -24.6235  -24.5952  -24.5951  -24.5945  -24.5945  -21.6767  -21.6762  -21.6724  -21.6712  -21.6500  -21.6495  -21.6470  -21.6469  -21.6300  -21.6292  -21.6259  -21.6253  -12.2126  -12.2084  -11.2216  -11.2153   -8.4746   -8.4457   -7.7539   -7.7264   -3.8103   -3.5099   -2.4505   -2.3825   -2.1688   -2.0747   -1.5132   -1.5122   -1.3088   -1.2101   -0.6785   -0.6531    0.5112    0.7217    0.8468    0.8534    1.6424    1.8580    2.0193    2.1830    2.4458    2.5659    2.7623    2.8414    3.5859    3.5953    3.8070    3.8097    4.4758    4.5046    4.8425    4.8561    4.8876    4.9132    5.4199    5.4211    5.8120    5.8165    6.1313    6.1526    6.2926    6.3144    6.6186    6.6627    6.9743    6.9968    7.0338    7.0404    7.2348    7.2771    7.3663    7.3949    7.3952    7.4015    7.8264    7.8599    8.2490    8.3247    8.3305    8.3571    8.8088    8.8407    8.8844    8.9789    9.0958    9.1338    9.4316    9.4762    9.5405    9.5692    9.5698    9.5842    9.6007    9.6791    9.7702    9.8129    9.8953    9.9205   10.3453   10.3608   10.5647   10.5675
